Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem
fig|362418.15.peg.3831	CDS	NZ_JPRL01000001	4229768	4230145	2	+	378	hypothetical protein	- none -
fig|362418.15.peg.3832	CDS	NZ_JPRL01000001	4230216	4230584	3	+	369	hypothetical protein	- none -
fig|362418.15.peg.3833	CDS	NZ_JPRL01000001	4232441	4230639	-2	-	1803	Putative hemolysin	- none -
fig|362418.15.peg.3834	CDS	NZ_JPRL01000001	4232561	4233322	2	+	762	Exodeoxyribonuclease III (EC 3.1.11.2)	DNA repair, bacterial
fig|362418.15.peg.3835	CDS	NZ_JPRL01000001	4233418	4234362	1	+	945	OmpA domain protein	- none -
fig|362418.15.peg.3836	CDS	NZ_JPRL01000001	4234513	4234764	1	+	252	hypothetical protein	- none -
fig|362418.15.peg.3837	CDS	NZ_JPRL01000001	4234757	4235050	2	+	294	hypothetical protein	- none -
fig|362418.15.peg.3838	CDS	NZ_JPRL01000001	4235073	4235222	3	+	150	hypothetical protein	- none -
fig|362418.15.peg.3839	CDS	NZ_JPRL01000001	4235358	4236395	3	+	1038	Tas protein, an NADP(H)-dependent aldo-keto reductase	- none -
fig|362418.15.peg.3840	CDS	NZ_JPRL01000001	4238150	4236516	-2	-	1635	hypothetical protein	- none -
fig|362418.15.peg.3841	CDS	NZ_JPRL01000001	4238841	4238218	-3	-	624	hypothetical protein	- none -
fig|362418.15.peg.3842	CDS	NZ_JPRL01000001	4240022	4238868	-2	-	1155	FIG00652135: hypothetical protein	- none -
fig|362418.15.peg.3843	CDS	NZ_JPRL01000001	4241095	4240133	-1	-	963	hypothetical protein	- none -
fig|362418.15.peg.3844	CDS	NZ_JPRL01000001	4241245	4243068	1	+	1824	hypothetical protein	- none -
fig|362418.15.peg.3845	CDS	NZ_JPRL01000001	4243065	4243814	3	+	750	Response regulator	- none -
fig|362418.15.peg.3846	CDS	NZ_JPRL01000001	4245986	4244022	-2	-	1965	Transglycosylase	- none -
fig|362418.15.peg.3847	CDS	NZ_JPRL01000001	4247502	4246141	-3	-	1362	DNA repair protein RadA	DNA repair, bacterial; <br>Proteolysis in bacteria, ATP-dependent
fig|362418.15.peg.3848	CDS	NZ_JPRL01000001	4248668	4247502	-2	-	1167	Putative esterase	- none -
fig|362418.15.peg.3849	CDS	NZ_JPRL01000001	4249208	4248858	-2	-	351	Aspartate 1-decarboxylase (EC 4.1.1.11)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster
fig|362418.15.peg.3850	CDS	NZ_JPRL01000001	4250071	4249223	-1	-	849	Pantoate--beta-alanine ligase (EC 6.3.2.1)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster
fig|362418.15.peg.3851	CDS	NZ_JPRL01000001	4250180	4250986	2	+	807	Similar to glycogen synthase (EC 2.4.1.21)	- none -
fig|362418.15.peg.3852	CDS	NZ_JPRL01000001	4251007	4252611	1	+	1605	hypothetical protein	- none -
fig|362418.15.peg.3853	CDS	NZ_JPRL01000001	4252621	4254471	1	+	1851	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	- none -
fig|362418.15.peg.3854	CDS	NZ_JPRL01000001	4254836	4257646	2	+	2811	TonB-dependent receptor	Ton and Tol transport systems
fig|362418.15.peg.3855	CDS	NZ_JPRL01000001	4257733	4259202	1	+	1470	hypothetical protein	- none -
fig|362418.15.peg.3856	CDS	NZ_JPRL01000001	4259246	4259362	2	+	117	hypothetical protein	- none -
fig|362418.15.peg.3857	CDS	NZ_JPRL01000001	4259437	4260948	1	+	1512	ATP synthase beta chain (EC 3.6.3.14)	F0F1-type ATP synthase
fig|362418.15.peg.3858	CDS	NZ_JPRL01000001	4261000	4261281	1	+	282	ATP synthase epsilon chain (EC 3.6.3.14)	F0F1-type ATP synthase
fig|362418.15.peg.3859	CDS	NZ_JPRL01000001	4261475	4262113	2	+	639	Flavin reductase (EC 1.5.1.30)	- none -
fig|362418.15.peg.3860	CDS	NZ_JPRL01000001	4262460	4262251	-3	-	210	Uncharacterized transcriptional regulator YozG, Cro/CI family	- none -
fig|362418.15.peg.3861	CDS	NZ_JPRL01000001	4263299	4262463	-2	-	837	hypothetical protein	- none -
fig|362418.15.peg.3862	CDS	NZ_JPRL01000001	4263484	4264620	1	+	1137	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental
fig|362418.15.peg.3863	CDS	NZ_JPRL01000001	4264831	4265013	1	+	183	hypothetical protein	- none -
fig|362418.15.peg.3864	CDS	NZ_JPRL01000001	4265058	4265252	3	+	195	hypothetical protein	- none -
fig|362418.15.peg.3865	CDS	NZ_JPRL01000001	4265363	4266220	2	+	858	hypothetical protein	- none -
fig|362418.15.peg.3866	CDS	NZ_JPRL01000001	4266306	4266731	3	+	426	RNA polymerase ECF-type sigma factor	- none -
fig|362418.15.peg.3867	CDS	NZ_JPRL01000001	4266721	4267338	1	+	618	hypothetical protein	- none -
fig|362418.15.peg.3868	CDS	NZ_JPRL01000001	4267514	4268131	2	+	618	Dethiobiotin synthase BioD (EC 6.3.3.3)	- none -
fig|362418.15.peg.3869	CDS	NZ_JPRL01000001	4268315	4269586	2	+	1272	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Biotin biosynthesis; <br>Biotin biosynthesis Experimental
fig|362418.15.peg.3870	CDS	NZ_JPRL01000001	4269600	4270796	3	+	1197	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	- none -
fig|362418.15.peg.3871	CDS	NZ_JPRL01000001	4271357	4270869	-2	-	489	hypothetical protein	- none -
fig|362418.15.peg.3872	CDS	NZ_JPRL01000001	4273978	4271375	-1	-	2604	internalin, putative	Listeria surface proteins: Internalin-like proteins
fig|362418.15.peg.3873	CDS	NZ_JPRL01000001	4278685	4274135	-1	-	4551	hypothetical protein	- none -
fig|362418.15.peg.3874	CDS	NZ_JPRL01000001	4279566	4279096	-3	-	471	Regulatory protein RecX	DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX
fig|362418.15.peg.3875	CDS	NZ_JPRL01000001	4279866	4284290	3	+	4425	hypothetical protein	- none -
fig|362418.15.peg.3876	CDS	NZ_JPRL01000002	1	3069	1	+	3069	RTX toxins and related Ca2+-binding proteins	- none -
fig|362418.15.peg.3877	CDS	NZ_JPRL01000002	3131	4039	2	+	909	hypothetical protein	- none -
fig|362418.15.peg.3878	CDS	NZ_JPRL01000002	4048	6006	1	+	1959	hypothetical protein	- none -
fig|362418.15.peg.3879	CDS	NZ_JPRL01000002	6857	6204	-2	-	654	hypothetical protein	- none -
fig|362418.15.peg.3880	CDS	NZ_JPRL01000002	7634	6861	-2	-	774	hypothetical protein	- none -
fig|362418.15.peg.3881	CDS	NZ_JPRL01000002	8269	7631	-1	-	639	hypothetical protein	- none -
fig|362418.15.peg.3882	CDS	NZ_JPRL01000002	8942	8280	-2	-	663	hypothetical protein	- none -
fig|362418.15.peg.3883	CDS	NZ_JPRL01000002	9259	10545	1	+	1287	hypothetical protein	- none -
fig|362418.15.peg.3884	CDS	NZ_JPRL01000002	10609	11730	1	+	1122	hypothetical protein	- none -
fig|362418.15.peg.3885	CDS	NZ_JPRL01000002	11784	12209	3	+	426	hypothetical protein	- none -
fig|362418.15.peg.3886	CDS	NZ_JPRL01000002	12345	12836	3	+	492	hypothetical protein	- none -
fig|362418.15.peg.3887	CDS	NZ_JPRL01000002	12940	13083	1	+	144	hypothetical protein	- none -
fig|362418.15.peg.3888	CDS	NZ_JPRL01000002	13377	13820	3	+	444	Two-component transcriptional response regulator, LuxR family	- none -
fig|362418.15.peg.3889	CDS	NZ_JPRL01000002	14477	13899	-2	-	579	hypothetical protein	- none -
fig|362418.15.peg.3890	CDS	NZ_JPRL01000002	15145	15669	1	+	525	hypothetical protein	- none -
fig|362418.15.peg.3891	CDS	NZ_JPRL01000002	15683	16168	2	+	486	hypothetical protein	- none -
fig|362418.15.peg.3892	CDS	NZ_JPRL01000002	16773	17300	3	+	528	hypothetical protein	- none -
fig|362418.15.peg.3893	CDS	NZ_JPRL01000002	17297	17941	2	+	645	hypothetical protein	- none -
fig|362418.15.peg.3894	CDS	NZ_JPRL01000002	19329	22940	3	+	3612	Late competence protein ComEC, DNA transport	- none -
fig|362418.15.peg.3895	CDS	NZ_JPRL01000002	22944	23075	3	+	132	hypothetical protein	- none -
fig|362418.15.peg.3896	CDS	NZ_JPRL01000002	23095	26757	1	+	3663	Cell well associated RhsD protein	- none -
fig|362418.15.peg.3897	CDS	NZ_JPRL01000002	26775	27278	3	+	504	hypothetical protein	- none -
fig|362418.15.peg.3898	CDS	NZ_JPRL01000002	27459	27650	3	+	192	hypothetical protein	- none -
fig|362418.15.peg.3899	CDS	NZ_JPRL01000002	29005	27761	-1	-	1245	Putative conjugative transposon mobilization protein BF0132	Conjugative transposon, Bacteroidales
fig|362418.15.peg.3900	CDS	NZ_JPRL01000002	29199	28993	-3	-	207	hypothetical protein clusted with conjugative transposons, BF0131	Conjugative transposon, Bacteroidales
fig|362418.15.peg.3901	CDS	NZ_JPRL01000002	29915	30961	2	+	1047	hypothetical protein	- none -
fig|362418.15.peg.3902	CDS	NZ_JPRL01000002	30994	32025	1	+	1032	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	Methionine Biosynthesis
fig|362418.15.peg.3903	CDS	NZ_JPRL01000002	33162	32170	-3	-	993	Sodium/bile acid symporter family	- none -
fig|362418.15.peg.3904	CDS	NZ_JPRL01000002	33329	33781	2	+	453	Transcriptional regulator, AsnC family	- none -
fig|362418.15.peg.3905	CDS	NZ_JPRL01000002	34440	34057	-3	-	384	hypothetical protein	- none -
fig|362418.15.peg.3906	CDS	NZ_JPRL01000002	35348	34443	-2	-	906	hypothetical protein	- none -
fig|362418.15.peg.3907	CDS	NZ_JPRL01000002	43935	35416	-3	-	8520	hypothetical protein	- none -
fig|362418.15.peg.3908	CDS	NZ_JPRL01000002	44821	43946	-1	-	876	hypothetical protein	- none -
fig|362418.15.peg.3909	CDS	NZ_JPRL01000002	45276	46985	3	+	1710	hypothetical protein	- none -
fig|362418.15.peg.3910	CDS	NZ_JPRL01000002	47333	47112	-2	-	222	hypothetical protein	- none -
fig|362418.15.peg.3911	CDS	NZ_JPRL01000002	48985	47798	-1	-	1188	hypothetical protein	- none -
fig|362418.15.peg.3912	CDS	NZ_JPRL01000002	50120	48990	-2	-	1131	Mobile element protein	- none -
fig|362418.15.peg.3913	CDS	NZ_JPRL01000002	50318	50530	2	+	213	hypothetical protein	- none -
fig|362418.15.peg.3914	CDS	NZ_JPRL01000002	51698	52513	2	+	816	hypothetical protein	- none -
fig|362418.15.peg.3915	CDS	NZ_JPRL01000002	52907	53746	2	+	840	hypothetical protein	- none -
fig|362418.15.peg.3916	CDS	NZ_JPRL01000002	53790	54731	3	+	942	hypothetical protein	- none -
fig|362418.15.peg.3917	CDS	NZ_JPRL01000002	54728	54976	2	+	249	hypothetical protein	- none -
fig|362418.15.peg.3918	CDS	NZ_JPRL01000002	56168	55824	-2	-	345	Transcriptional regulator, HxlR family	- none -
fig|362418.15.peg.3919	CDS	NZ_JPRL01000002	56315	57361	2	+	1047	Zinc-type alcohol dehydrogenase-like protein	- none -
fig|362418.15.peg.3920	CDS	NZ_JPRL01000002	57659	58093	2	+	435	hypothetical protein	- none -
fig|362418.15.peg.3921	CDS	NZ_JPRL01000002	58835	58206	-2	-	630	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	- none -
fig|362418.15.peg.3922	CDS	NZ_JPRL01000002	58934	59296	2	+	363	Transcriptional regulator, HxlR family	- none -
fig|362418.15.peg.3923	CDS	NZ_JPRL01000002	60062	59313	-2	-	750	Pirin	- none -
fig|362418.15.peg.3924	CDS	NZ_JPRL01000002	61081	60137	-1	-	945	Quinone oxidoreductase (EC 1.6.5.5)	Quinone oxidoreductase family
fig|362418.15.peg.3925	CDS	NZ_JPRL01000002	61304	61176	-2	-	129	hypothetical protein	- none -
fig|362418.15.peg.3926	CDS	NZ_JPRL01000002	62067	61345	-3	-	723	hypothetical protein	- none -
fig|362418.15.peg.3927	CDS	NZ_JPRL01000002	62424	63392	3	+	969	Transcriptional regulator, MarR family	- none -
fig|362418.15.peg.3928	CDS	NZ_JPRL01000002	63406	63816	1	+	411	hypothetical protein	- none -
fig|362418.15.peg.3929	CDS	NZ_JPRL01000002	64419	63847	-3	-	573	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	- none -
fig|362418.15.peg.3930	CDS	NZ_JPRL01000002	65084	64524	-2	-	561	hypothetical protein	- none -
fig|362418.15.peg.3931	CDS	NZ_JPRL01000002	65338	65889	1	+	552	hypothetical protein	- none -
fig|362418.15.peg.3932	CDS	NZ_JPRL01000002	66115	67008	1	+	894	hypothetical protein	- none -
fig|362418.15.peg.3933	CDS	NZ_JPRL01000002	67098	67838	3	+	741	hypothetical protein	- none -
fig|362418.15.peg.3934	CDS	NZ_JPRL01000002	68200	69045	1	+	846	NADH:flavin oxidoreductases, Old Yellow Enzyme family	- none -
fig|362418.15.peg.3935	CDS	NZ_JPRL01000002	69082	69291	1	+	210	hypothetical protein	- none -
fig|362418.15.peg.3936	CDS	NZ_JPRL01000002	69269	70360	2	+	1092	hypothetical protein	- none -
fig|362418.15.peg.3937	CDS	NZ_JPRL01000002	70364	71431	2	+	1068	hypothetical protein	- none -
fig|362418.15.peg.3938	CDS	NZ_JPRL01000002	71625	72671	3	+	1047	Integrase	- none -
fig|362418.15.peg.3939	CDS	NZ_JPRL01000002	72951	73505	3	+	555	Transposase	- none -
fig|362418.15.peg.3940	CDS	NZ_JPRL01000002	73502	74761	2	+	1260	Integrase	- none -
fig|362418.15.peg.3941	CDS	NZ_JPRL01000002	74758	75507	1	+	750	Mobilizable transposon, tnpC protein	- none -
fig|362418.15.peg.3942	CDS	NZ_JPRL01000002	75615	75956	3	+	342	Excisionase	- none -
fig|362418.15.peg.3943	CDS	NZ_JPRL01000002	76029	76166	3	+	138	hypothetical protein	- none -
fig|362418.15.peg.3944	CDS	NZ_JPRL01000002	77607	76303	-3	-	1305	Glutamyl-tRNA reductase (EC 1.2.1.70)	Heme and Siroheme Biosynthesis
fig|362418.15.peg.3945	CDS	NZ_JPRL01000002	78372	77776	-3	-	597	hypothetical protein	- none -
fig|362418.15.peg.3946	CDS	NZ_JPRL01000002	78824	78390	-2	-	435	hypothetical protein	- none -
fig|362418.15.peg.3947	CDS	NZ_JPRL01000002	79797	78958	-3	-	840	hypothetical protein	- none -
fig|362418.15.peg.3948	CDS	NZ_JPRL01000002	80213	79815	-2	-	399	hypothetical protein	- none -
fig|362418.15.peg.3949	CDS	NZ_JPRL01000002	80380	80748	1	+	369	hypothetical protein	- none -
fig|362418.15.peg.3950	CDS	NZ_JPRL01000002	80782	81303	1	+	522	hypothetical protein	- none -
fig|362418.15.peg.3951	CDS	NZ_JPRL01000002	81349	81888	1	+	540	hypothetical protein	- none -
fig|362418.15.peg.3952	CDS	NZ_JPRL01000002	81954	82850	3	+	897	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.3953	CDS	NZ_JPRL01000002	82976	83989	2	+	1014	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	Heme and Siroheme Biosynthesis
fig|362418.15.peg.3954	CDS	NZ_JPRL01000002	84829	84275	-1	-	555	Secreted and surface protein containing fasciclin-like repeats	- none -
fig|362418.15.peg.3955	CDS	NZ_JPRL01000002	84978	85115	3	+	138	hypothetical protein	- none -
fig|362418.15.peg.3956	CDS	NZ_JPRL01000002	85237	85914	1	+	678	Transcriptional regulator, Crp/Fnr family	Oxidative stress
fig|362418.15.peg.3957	CDS	NZ_JPRL01000002	86005	86601	1	+	597	antioxidant, AhpC/TSA family	- none -
fig|362418.15.peg.3958	CDS	NZ_JPRL01000002	86607	87065	3	+	459	hypothetical protein	- none -
fig|362418.15.peg.3959	CDS	NZ_JPRL01000002	87073	87453	1	+	381	hypothetical protein	- none -
fig|362418.15.peg.3960	CDS	NZ_JPRL01000002	87460	87948	1	+	489	hypothetical protein	- none -
fig|362418.15.peg.3961	CDS	NZ_JPRL01000002	87975	88646	3	+	672	hypothetical protein	- none -
fig|362418.15.peg.3962	CDS	NZ_JPRL01000002	88657	89691	1	+	1035	D-alanine-D-alanine ligase	- none -
fig|362418.15.peg.3963	CDS	NZ_JPRL01000002	89694	90338	3	+	645	hypothetical protein	- none -
fig|362418.15.peg.3964	CDS	NZ_JPRL01000002	90737	91930	2	+	1194	Na+/H+ antiporter NhaA type	NhaA, NhaD and Sodium-dependent phosphate transporters
fig|362418.15.peg.3965	CDS	NZ_JPRL01000002	92541	91927	-3	-	615	Integral membrane protein	- none -
fig|362418.15.peg.3966	CDS	NZ_JPRL01000002	93230	92691	-2	-	540	Integral membrane protein	- none -
fig|362418.15.peg.3967	CDS	NZ_JPRL01000002	95157	93373	-3	-	1785	Chloride channel protein	- none -
fig|362418.15.peg.3968	CDS	NZ_JPRL01000002	95701	95282	-1	-	420	hypothetical protein	- none -
fig|362418.15.peg.3969	CDS	NZ_JPRL01000002	96273	96127	-3	-	147	hypothetical protein	- none -
fig|362418.15.peg.3970	CDS	NZ_JPRL01000002	97904	96393	-2	-	1512	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.3971	CDS	NZ_JPRL01000002	98249	98674	2	+	426	Two-component response regulator	- none -
fig|362418.15.peg.3972	CDS	NZ_JPRL01000002	99555	98920	-3	-	636	SAM-dependent methyltransferase	- none -
fig|362418.15.peg.3973	CDS	NZ_JPRL01000002	99686	99808	2	+	123	hypothetical protein	- none -
fig|362418.15.peg.3974	CDS	NZ_JPRL01000002	100509	100291	-3	-	219	hypothetical protein	- none -
fig|362418.15.peg.3975	CDS	NZ_JPRL01000002	101172	101645	3	+	474	RNA polymerase ECF-type sigma factor	- none -
fig|362418.15.peg.3976	CDS	NZ_JPRL01000002	101648	102193	2	+	546	hypothetical protein	- none -
fig|362418.15.peg.3977	CDS	NZ_JPRL01000002	102410	102628	2	+	219	hypothetical protein	- none -
fig|362418.15.peg.3978	CDS	NZ_JPRL01000002	103535	102747	-2	-	789	hypothetical protein	- none -
fig|362418.15.peg.3979	CDS	NZ_JPRL01000002	104426	104016	-2	-	411	Transcriptional regulator, HxlR family	- none -
fig|362418.15.peg.3980	CDS	NZ_JPRL01000002	104787	105719	3	+	933	Putative oxidoreductase	- none -
fig|362418.15.peg.3981	CDS	NZ_JPRL01000002	105979	106641	1	+	663	Metal-dependent hydrolase	- none -
fig|362418.15.peg.3982	CDS	NZ_JPRL01000002	106804	107172	1	+	369	Mobile element protein	- none -
fig|362418.15.peg.3983	CDS	NZ_JPRL01000002	107576	109207	2	+	1632	hypothetical protein	- none -
fig|362418.15.peg.3984	CDS	NZ_JPRL01000002	109597	109385	-1	-	213	hypothetical protein	- none -
fig|362418.15.peg.3985	CDS	NZ_JPRL01000002	109802	110371	2	+	570	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	- none -
fig|362418.15.peg.3986	CDS	NZ_JPRL01000002	110451	111323	3	+	873	hypothetical protein	- none -
fig|362418.15.peg.3987	CDS	NZ_JPRL01000002	111522	111743	3	+	222	hypothetical protein	- none -
fig|362418.15.peg.3988	CDS	NZ_JPRL01000002	111996	111844	-3	-	153	hypothetical protein	- none -
fig|362418.15.peg.3989	CDS	NZ_JPRL01000002	112256	111999	-2	-	258	hypothetical protein	- none -
fig|362418.15.peg.3990	CDS	NZ_JPRL01000002	112532	112407	-2	-	126	hypothetical protein	- none -
fig|362418.15.peg.3991	CDS	NZ_JPRL01000002	113026	113601	1	+	576	Predicted kinase	- none -
fig|362418.15.peg.3992	CDS	NZ_JPRL01000002	113598	113759	3	+	162	hypothetical protein	- none -
fig|362418.15.peg.3993	CDS	NZ_JPRL01000002	114068	114766	2	+	699	Mobile element protein	- none -
fig|362418.15.peg.3994	CDS	NZ_JPRL01000002	115395	115823	3	+	429	hypothetical protein	- none -
fig|362418.15.peg.3995	CDS	NZ_JPRL01000002	116000	116668	2	+	669	hypothetical protein	- none -
fig|362418.15.peg.3996	CDS	NZ_JPRL01000002	116848	117480	1	+	633	hypothetical protein	- none -
fig|362418.15.peg.3997	CDS	NZ_JPRL01000002	117663	118241	3	+	579	hypothetical protein	- none -
fig|362418.15.peg.3998	CDS	NZ_JPRL01000002	118440	119021	3	+	582	hypothetical protein	- none -
fig|362418.15.peg.3999	CDS	NZ_JPRL01000002	119929	119624	-1	-	306	hypothetical protein	- none -
fig|362418.15.peg.4000	CDS	NZ_JPRL01000002	120170	119922	-2	-	249	hypothetical protein	- none -
fig|362418.15.peg.4001	CDS	NZ_JPRL01000002	120623	120426	-2	-	198	hypothetical protein	- none -
fig|362418.15.peg.4002	CDS	NZ_JPRL01000002	120944	121795	2	+	852	hypothetical protein	- none -
fig|362418.15.peg.4003	CDS	NZ_JPRL01000002	121932	121813	-3	-	120	hypothetical protein	- none -
fig|362418.15.peg.4004	CDS	NZ_JPRL01000002	122494	122153	-1	-	342	HIPA PROTEIN	- none -
fig|362418.15.peg.4005	CDS	NZ_JPRL01000002	122555	123799	2	+	1245	hypothetical protein	- none -
fig|362418.15.peg.4006	CDS	NZ_JPRL01000002	123856	125640	1	+	1785	hypothetical protein	- none -
fig|362418.15.peg.4007	CDS	NZ_JPRL01000002	125637	127052	3	+	1416	hypothetical protein	- none -
fig|362418.15.peg.4008	CDS	NZ_JPRL01000002	127049	127690	2	+	642	hypothetical protein	- none -
fig|362418.15.peg.4009	CDS	NZ_JPRL01000002	128118	127750	-3	-	369	hypothetical protein	- none -
fig|362418.15.peg.4010	CDS	NZ_JPRL01000002	128468	128154	-2	-	315	hypothetical protein	- none -
fig|362418.15.peg.4011	CDS	NZ_JPRL01000002	129299	128562	-2	-	738	hypothetical protein	- none -
fig|362418.15.peg.4012	CDS	NZ_JPRL01000002	132357	129301	-3	-	3057	hypothetical protein	- none -
fig|362418.15.peg.4013	CDS	NZ_JPRL01000002	132667	132518	-1	-	150	Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)	DNA replication strays
fig|362418.15.peg.4014	CDS	NZ_JPRL01000002	133045	132812	-1	-	234	DNA polymerase IV (EC 2.7.7.7)	DNA repair, bacterial
fig|362418.15.peg.4015	CDS	NZ_JPRL01000002	133393	133229	-1	-	165	hypothetical protein	- none -
fig|362418.15.peg.4016	CDS	NZ_JPRL01000002	134020	133451	-1	-	570	UPF0758 family protein	- none -
fig|362418.15.peg.4017	CDS	NZ_JPRL01000002	135509	134193	-2	-	1317	hypothetical protein	- none -
fig|362418.15.peg.4018	CDS	NZ_JPRL01000002	135886	135506	-1	-	381	hypothetical protein	- none -
fig|362418.15.peg.4019	CDS	NZ_JPRL01000002	136273	135914	-1	-	360	hypothetical protein	- none -
fig|362418.15.peg.4020	CDS	NZ_JPRL01000002	136701	136312	-3	-	390	Single-stranded DNA-binding protein	DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway
fig|362418.15.peg.4021	CDS	NZ_JPRL01000002	136978	136877	-1	-	102	hypothetical protein	- none -
fig|362418.15.peg.4022	CDS	NZ_JPRL01000002	137020	137454	1	+	435	Bll4197 protein	- none -
fig|362418.15.peg.4023	CDS	NZ_JPRL01000002	137701	138414	1	+	714	hypothetical protein	- none -
fig|362418.15.peg.4024	CDS	NZ_JPRL01000002	140029	138827	-1	-	1203	hypothetical protein	- none -
fig|362418.15.peg.4025	CDS	NZ_JPRL01000002	141577	140048	-1	-	1530	hypothetical protein	- none -
fig|362418.15.peg.4026	CDS	NZ_JPRL01000002	144059	141726	-2	-	2334	hypothetical protein	- none -
fig|362418.15.peg.4027	CDS	NZ_JPRL01000002	144755	144063	-2	-	693	hypothetical protein	- none -
fig|362418.15.peg.4028	CDS	NZ_JPRL01000002	146029	144752	-1	-	1278	hypothetical protein	- none -
fig|362418.15.peg.4029	CDS	NZ_JPRL01000002	148668	146164	-3	-	2505	hypothetical protein	- none -
fig|362418.15.peg.4030	CDS	NZ_JPRL01000002	151553	149565	-2	-	1989	Putative mobilization protein BF0133	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4031	CDS	NZ_JPRL01000002	152627	151572	-2	-	1056	Putative conjugative transposon mobilization protein BF0132	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4032	CDS	NZ_JPRL01000002	152919	153836	3	+	918	Conjugative transposon protein TraJ	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4033	CDS	NZ_JPRL01000002	153849	154469	3	+	621	Conjugative transposon protein TraK	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4034	CDS	NZ_JPRL01000002	154476	154727	3	+	252	hypothetical protein	- none -
fig|362418.15.peg.4035	CDS	NZ_JPRL01000002	154732	156021	1	+	1290	Conjugative transposon protein TraM	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4036	CDS	NZ_JPRL01000002	156034	156897	1	+	864	Conjugative transposon protein TraN	Conjugative transposon, Bacteroidales
fig|362418.15.peg.4037	CDS	NZ_JPRL01000002	156913	158064	1	+	1152	hypothetical protein	- none -
fig|362418.15.peg.4038	CDS	NZ_JPRL01000002	158070	158372	3	+	303	hypothetical protein	- none -
fig|362418.15.peg.4039	CDS	NZ_JPRL01000002	158408	158683	2	+	276	hypothetical protein	- none -
fig|362418.15.peg.4040	CDS	NZ_JPRL01000002	160340	159033	-2	-	1308	Transposase	- none -
fig|362418.15.peg.4041	CDS	NZ_JPRL01000002	161174	160899	-2	-	276	Thiol:disulfide interchange protein	- none -
fig|362418.15.peg.4042	CDS	NZ_JPRL01000002	162065	161304	-2	-	762	Thiol:disulfide interchange protein	- none -
fig|362418.15.peg.4043	CDS	NZ_JPRL01000002	162765	162325	-3	-	441	hypothetical protein	- none -
fig|362418.15.peg.4044	CDS	NZ_JPRL01000002	163213	162962	-1	-	252	hypothetical protein	- none -
fig|362418.15.peg.4045	CDS	NZ_JPRL01000002	163256	163843	2	+	588	hypothetical protein	- none -
fig|362418.15.peg.4046	CDS	NZ_JPRL01000002	163843	163992	1	+	150	hypothetical protein	- none -
fig|362418.15.peg.4047	CDS	NZ_JPRL01000002	164086	164319	1	+	234	hypothetical protein	- none -
fig|362418.15.peg.4048	CDS	NZ_JPRL01000002	164309	164689	2	+	381	UPF0225 protein YchJ	Broadly distributed proteins not in subsystems
fig|362418.15.peg.4049	CDS	NZ_JPRL01000002	164796	165914	3	+	1119	FIG024850: short form Mg-chelase associated protein with vWA domain	CBSS-336982.3.peg.1011
fig|362418.15.peg.4050	CDS	NZ_JPRL01000002	166283	166170	-2	-	114	hypothetical protein	- none -
fig|362418.15.peg.4051	CDS	NZ_JPRL01000002	166297	167760	1	+	1464	Magnesium chelatase, subunit ChlI (EC 6.6.1.1)	CBSS-336982.3.peg.1011
fig|362418.15.peg.4052	CDS	NZ_JPRL01000002	167932	168525	1	+	594	SM-20-related protein	- none -
fig|362418.15.peg.4053	CDS	NZ_JPRL01000002	168588	169439	3	+	852	hypothetical protein	- none -
fig|362418.15.peg.4054	CDS	NZ_JPRL01000002	169877	171163	2	+	1287	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
fig|362418.15.peg.4055	CDS	NZ_JPRL01000002	171306	172526	3	+	1221	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	- none -
