Function,Subsystem,NCBI GI,locus,System,Category
"Ferric siderophore transport system, periplasmic binding protein TonB",<br>Ton and Tol transport systems; Hemin transport system; Siderophore; Ton and Tol transopt system, , ,Iron acquisition and metabolism - no subcategory; Membrane Transport - no subcategory,Iron acquisition and metabolism; Membrane Transport
"Acetyltransferase, GNAT family",- none -, , ,none,none
N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9),- none -, , ,none,none
Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,- none -, , ,none,none
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),Nuclease, , ,DNA Metabolism - no subcategory,DNA Metabolism
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
probable membrane protein NMA1128,- none -, , ,none,none
Thioredoxin,- none -, , ,none,none
DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
RNA-binding region RNP-1,- none -, , ,none,none
SSU ribosomal protein S16p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
16S rRNA processing protein RimM,Ribosome biogenesis bacterial, , ,Protein biosynthesis,Protein Metabolism
tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Glutaryl-CoA dehydrogenase (EC 1.3.8.6),- none -, , ,none,none
Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
FIG00018398: hypothetical regulator,- none -, , ,none,none
"Saccharopine dehydrogenase [NADP, L-glutamate-forming] (EC 1.5.1.10)",- none -, , ,none,none
Putative membrane protease YugP,Protein degradation, , ,Protein degradation,Protein Metabolism
Leucyl-tRNA synthetase (EC 6.1.1.4),"tRNA aminoacylation, Leu", , ,Protein biosynthesis,Protein Metabolism
"Cell-division-associated, ABC-transporter-like signaling protein FtsX",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Undecaprenyl-diphosphatase (EC 3.6.1.27),- none -, , ,none,none
tRNA pseudouridine(55) synthase (EC 5.4.99.25),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Uncharacterized protein Fjoh_0571,- none -, , ,none,none
Uridylate kinase (EC 2.7.4.22),- none -, , ,none,none
Ribosome recycling factor,Ribosome recycling related cluster; <br>Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Exporter protein, RND family",- none -, , ,none,none
"Protein of unknown function DUF86, BT0167 group",- none -, , ,none,none
"Nucleotidyltransferase domain protein, BT0168 group",- none -, , ,none,none
Tyrosyl-tRNA synthetase (EC 6.1.1.1),"tRNA aminoacylation, Tyr", , ,Protein biosynthesis,Protein Metabolism
"Uncharacterized transcriptional regulator YozG, Cro/CI family",none, , ,RNA processing and modification,RNA Metabolism
ATP synthase epsilon chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
ATP synthase beta chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16),- none -, , ,none,none
Similar to glycogen synthase (EC 2.4.1.21),- none -, , ,none,none
Pantoate--beta-alanine ligase (EC 6.3.2.1),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster, , ,Coenzyme A; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Aspartate 1-decarboxylase (EC 4.1.1.11),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster, , ,Coenzyme A; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative dolichol-P-glucose synthetase,- none -, , ,none,none
Putative esterase,- none -, , ,none,none
DNA repair protein RadA,"<br>Proteolysis in bacteria, ATP-dependent; DNA repair, bacterial; none", , ,DNA repair; Protein degradation,DNA Metabolism; Protein Metabolism
Transglycosylase,- none -, , ,none,none
"Tas protein, an NADP(H)-dependent aldo-keto reductase",- none -, , ,none,none
Sensory box/GGDEF domain protein,- none -, , ,none,none
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Probable site-specific recombinase,- none -, , ,none,none
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),<br>Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids; Metallocarboxypeptidases (EC 3.4.17.-); Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
UPF0102 protein YraN,- none -, , ,none,none
Integral membrane protein,- none -, , ,none,none
"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
MarC family integral membrane protein,- none -, , ,none,none
Putative periplasmic protein-TrxB,- none -, , ,none,none
Carboxy-terminal processing protease,Protein degradation, , ,Protein degradation,Protein Metabolism
dCMP deaminase (EC 3.5.4.12),- none -, , ,none,none
"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)",- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
Aspartokinase (EC 2.7.2.4),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
UDP-glucose 4-epimerase related protein,- none -, , ,none,none
Transcription-repair coupling factor,Cell division-ribosomal stress proteins cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Transcription-repair coupling factor,Cell division-ribosomal stress proteins cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Aspartyl-tRNA synthetase (EC 6.1.1.12),"tRNA aminoacylation, Asp and Asn", , ,Protein biosynthesis,Protein Metabolism
alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen,- none -, , ,none,none
"Efflux system associated with Geranylgeranyl-PP synthase, inner membrane transporter (RND type)",none, , ,Membrane Transport - no subcategory,Membrane Transport
"Efflux system associated with Geranylgeranyl-PP synthase, membrane fusion component",- none -, , ,none,none
"Efflux system associated with Geranylgeranyl-PP synthase, outer membrane factor (OMF) lipoprotein",- none -, , ,none,none
"Transcriptional regulator, TetR family",none, , ,RNA processing and modification,RNA Metabolism
Geranylgeranyl diphosphate synthase (EC 2.5.1.29),Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Trehalase (EC 3.2.1.28),Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
"Predicted trehalose permease, MFS family, FucP subfamily",Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),Dehydrogenase complexes, , ,Central carbohydrate metabolism,Carbohydrates
Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Dehydrogenase complexes, , ,Central carbohydrate metabolism,Carbohydrates
Methionyl-tRNA synthetase (EC 6.1.1.10),"tRNA aminoacylation, Met", , ,Protein biosynthesis,Protein Metabolism
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Hydrolase, haloacid delahogenase-like family",- none -, , ,none,none
putative acetyltransferase,- none -, , ,none,none
Inner membrane protein YqiK,- none -, , ,none,none
"Suppressor of sigma54-dependent transcription, PspA-like",- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
Carbon-nitrogen hydrolase,- none -, , ,none,none
"Peptidase, M20/M25/M40 family",Protein degradation, , ,Protein degradation,Protein Metabolism
Nucleoside-diphosphate-sugar epimerases,- none -, , ,none,none
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Modification methylase EcoRI (EC 2.1.1.72),DNA methylation, , ,DNA Metabolism - no subcategory,DNA Metabolism
Mobile element protein,- none -, , ,none,none
"CzcABC family efflux RND transporter, transmembrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2),De Novo Purine Biosynthesis; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
POTASSIUM/PROTON ANTIPORTER ROSB,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
UDP-N-acetylglucosamine:L-malate glycosyltransferase,- none -, , ,none,none
beta-glycosyl hydrolase / Uncharacterized esterase,- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
LPS-assembly protein LptD @ Organic solvent tolerance protein precursor,ECSIG4-SIG7; Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
Ferredoxin,Soluble cytochromes and functionally related electron carriers, , ,Respiration - no subcategory,Respiration
Phosphoserine aminotransferase (EC 2.6.1.52),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Lipoprotein-releasing system ATP-binding protein LolD,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
cytoplasmic membrane protein,- none -, , ,none,none
"Uncharacterized protein sporadically distributed in bacteria and archaea, not a Lon-type protease",Protein degradation, , ,Protein degradation,Protein Metabolism
"Uncharacterized protein sporadically distributed in bacteria and archaea, PglZ domain",- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
Alkylated DNA repair protein AlkB,none, , ,DNA repair,DNA Metabolism
"Type II restriction-modification enzyme, methylase family protein (STM4495 in Salmonella)",DNA methylation; Type II Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
Uncharacterized protein sporadically distributed in bacteria and archaea (STM4496 in Salmonella),- none -, , ,none,none
"Uncharacterized protein, contains DUF1788 domain",- none -, , ,none,none
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4); FUPA30 P-type ATPase",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Dipeptidyl-peptidase III (EC 3.4.14.4),Protein degradation, , ,Protein degradation,Protein Metabolism
Acyl-CoA dehydrogenase,- none -, , ,none,none
Tripeptide aminopeptidase (EC 3.4.11.4),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Argininosuccinate lyase (EC 4.3.2.1),- none -, , ,none,none
N-succinyl-L-citrulline deacetylase,- none -, , ,none,none
N-succinylglutamate kinase,- none -, , ,none,none
N-succinylornithine carbamoyltransferase (EC 2.1.3.11),- none -, , ,none,none
N-succinylornithine aminotransferase,- none -, , ,none,none
N-succinyl-gamma-glutamyl-phosphate reductase,- none -, , ,none,none
Argininosuccinate synthase (EC 6.3.4.5),- none -, , ,none,none
N-succinyl-L-citrulline:glutamate succinyltransferase,- none -, , ,none,none
Acetyl-CoA synthetase (EC 6.2.1.1),- none -, , ,none,none
Acetyl-CoA synthetase (EC 6.2.1.1),- none -, , ,none,none
response regulator receiver domain protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Acetate permease ActP (cation/acetate symporter),"CBSS-211586.9.peg.2560; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
FIG152265: Sodium:solute symporter associated protein,CBSS-211586.9.peg.2560; none, , ,Uni- Sym- and Antiporters,Membrane Transport
Putative oxidoreductase,- none -, , ,none,none
Two-component response regulator CheY subfamily,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Transposase and inactivated derivatives,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Rhodanese-like domain protein,- none -, , ,none,none
Uncharacterized membrane protein Rmet_3714,- none -, , ,none,none
Thiopurine S-methyltransferase (EC 2.1.1.67),- none -, , ,none,none
Cryptochrome,- none -, , ,none,none
Chaperone protein DnaK,Protein chaperones, , ,Protein folding,Protein Metabolism
3-carboxymuconate cyclase,- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
Serine esterase,- none -, , ,none,none
Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,Beta-lactamase, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Nicotinamide mononucleotide adenylyltransferase,- none -, , ,none,none
Pyridoxamine 5&#39;-phosphate oxidase (EC 1.4.3.5),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Chaperone protein ClpB (ATP-dependent unfoldase),- none -, , ,none,none
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
HlyD family secretion protein,- none -, , ,none,none
outer membrane efflux protein,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
putative membrane protein,- none -, , ,none,none
Endonuclease/exonuclease/phosphatase,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Secreted and surface protein containing fasciclin-like repeats,- none -, , ,none,none
SSU ribosomal protein S1p,<br>Ribosome SSU bacterial; Cell division-ribosomal stress proteins cluster; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Inosine-5&#39;-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain,Purine conversions; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),- none -, , ,none,none
Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2),- none -, , ,none,none
Sodium iodide symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Alcohol dehydrogenase (EC 1.1.1.1),5-FCL-like protein; <br>Butanol Biosynthesis, , ,Fermentation; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Cell division inhibitor SulA,- none -, , ,none,none
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),- none -, , ,none,none
Deoxyribodipyrimidine photolyase (EC 4.1.99.3),"DNA repair, bacterial photolyase", , ,DNA repair,DNA Metabolism
"hydrolase, haloacid dehalogenase-like family",- none -, , ,none,none
tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,- none -, , ,none,none
Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase,<br>Protein degradation; Aminopeptidases; Omega peptidases (EC 3.4.19.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Cyanophycinase (EC 3.4.15.6),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Demethylmenaquinone methyltransferase-like protein,- none -, , ,none,none
Alginate lyase precursor (EC 4.2.2.3),- none -, , ,none,none
Pectin degradation protein KdgF,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Surface antigen gene,- none -, , ,none,none
Alginate lyase (EC 4.2.2.3),- none -, , ,none,none
"Transcriptional regulator, GntR family",none, , ,RNA processing and modification,RNA Metabolism
Predicted mannuronate transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Acetoin(diacetyl) reductase,- none -, , ,none,none
2-dehydro-3-deoxygluconokinase (EC 2.7.1.45),- none -, , ,none,none
4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),- none -, , ,none,none
Alginate lyase (EC 4.2.2.3),- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
Mobile element protein,- none -, , ,none,none
S-adenosylmethionine synthetase (EC 2.5.1.6),- none -, , ,none,none
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),- none -, , ,none,none
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),- none -, , ,none,none
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),- none -, , ,none,none
"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Gliding motility-associated ABC transporter ATP-binding protein GldA,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113),Purine conversions; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
Pyrophosphate-energized proton pump (EC 3.6.1.1),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Inorganic pyrophosphatase (EC 3.6.1.1),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1),"Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
"Electron transfer flavoprotein, beta subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
"Electron transfer flavoprotein, alpha subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
Thymidylate synthase (EC 2.1.1.45),Folate Biosynthesis; <br>pyrimidine conversions, , ,Folate and pterines; Pyrimidines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
DNA internalization-related competence protein ComEC/Rec2,- none -, , ,none,none
Lipid-A-disaccharide synthase (EC 2.4.1.182),- none -, , ,none,none
5&#39;-nucleotidase SurE (EC 3.1.3.5),- none -, , ,none,none
Tail-specific protease precursor (EC 3.4.21.102),Protein degradation, , ,Protein degradation,Protein Metabolism
"Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Demethylmenaquinone methyltransferase (EC 2.1.1.163),- none -, , ,none,none
PorT protein,- none -, , ,none,none
"RNA methyltransferase, TrmH family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
Fructose-bisphosphate aldolase class II (EC 4.1.2.13),- none -, , ,none,none
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),5-FCL-like protein; <br>De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Rod shape-determining protein MreB,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreC,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreD,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",Protein degradation, , ,Protein degradation,Protein Metabolism
Rod shape-determining protein RodA,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Mevalonate kinase (EC 2.7.1.36),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
FIG00649340: hypothetical protein,- none -, , ,none,none
Putative outer membrane protein,- none -, , ,none,none
"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB",- none -, , ,none,none
Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Putative subunit of Alternative cytochrome c oxidase,Cytochrome, , ,Respiration - no subcategory,Respiration
"Hypothetical protein associated with DUF420, no CDD domain",- none -, , ,none,none
"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",Cytochrome, , ,Respiration - no subcategory,Respiration
"Terminal oxidase biogenesis protein CtaM, putative heme A, heme O chaperone",- none -, , ,none,none
Hypothetical protein DUF334,- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, RND-adapter-like protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
outer membrane efflux protein,- none -, , ,none,none
tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,- none -, , ,none,none
Ketosteroid isomerase-like protein,- none -, , ,none,none
LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",- none -, , ,none,none
Phosphomevalonate kinase (EC 2.7.4.2),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Diphosphomevalonate decarboxylase (EC 4.1.1.33),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Benzodiazepine receptor TspO,- none -, , ,none,none
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3),NADH ubiquinone oxidoreductase; <br>Respiratory Complex I, , ,Electron donating reactions,Respiration
