Function,Subsystem,NCBI GI,locus,System,Category
Glycosyltransferase,- none -, , ,none,none
Gll0560 protein,- none -, , ,none,none
Predicted kinase,- none -, , ,none,none
Bis-ABC ATPase Uup,- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
Methylamine utilization protein mauG precursor,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Optional hypothetical component of the B12 transporter BtuN,none, , ,Membrane Transport - no subcategory,Membrane Transport
putative membrane protein,- none -, , ,none,none
tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Adenylylsulfate kinase (EC 2.7.1.25),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2),De Novo Purine Biosynthesis; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
POTASSIUM/PROTON ANTIPORTER ROSB,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
Fosmidomycin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Auxin efflux carrier family protein,- none -, , ,none,none
"Rrf2 family transcriptional regulator, group III",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Rrf2-linked NADH-flavin reductase,- none -, , ,none,none
YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA,- none -, , ,none,none
YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA,- none -, , ,none,none
Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20),- none -, , ,none,none
"Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM, homolog",- none -, , ,none,none
Bll6474 protein,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Putative outer membrane protein, probably involved in nutrient binding",- none -, , ,none,none
"Putative von Willebrand factor, vWF type A domain protein STM2315",- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Glycerol uptake facilitator protein,Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Osmoregulation, , ,Osmotic stress; Sugar alcohols,Carbohydrates; Stress Response
Glycerol kinase (EC 2.7.1.30),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Respiratory dehydrogenases 1, , ,Electron donating reactions; Sugar alcohols,Carbohydrates; Respiration
DNA topoisomerase I (EC 5.99.1.2),"CBSS-272943.3.peg.1367; <br>DNA topoisomerases, Type I, ATP-independent", , ,DNA replication,DNA Metabolism
GldJ,- none -, , ,none,none
GldN,- none -, , ,none,none
GldN,- none -, , ,none,none
FAD-dependent cmnm(5)s(2)U34 oxidoreductase,- none -, , ,none,none
Tellurium resistance protein TerD,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
putative dehalogenase-hydrolase,- none -, , ,none,none
FIG00907036: hypothetical protein,- none -, , ,none,none
Tellurium resistance protein TerD,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Tellurium resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Uncharacterized protein YaaN,- none -, , ,none,none
Tellurium resistance protein TerD,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Tellurium resistance protein TerD,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Putative kinase protein,- none -, , ,none,none
Integral membrane protein TerC,- none -, , ,none,none
Bis-ABC ATPase YheS,- none -, , ,none,none
Transcription regulator [contains diacylglycerol kinase catalytic domain],none, , ,RNA processing and modification,RNA Metabolism
N-Acyltransferase,- none -, , ,none,none
putative cell surface protein,- none -, , ,none,none
4-hydroxybenzoyl-CoA thioesterase family active site,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
AAA superfamily ATPase,- none -, , ,none,none
FIG00656025: hypothetical protein,- none -, , ,none,none
T6SS baseplate protein J-like component,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS baseplate protein J-like component,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS lysozyme-like component TssE,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS PAAR-repeat protein,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
VgrG protein,Actin cross-linking toxin, , ,"Protein secretion system, Type VI",Membrane Transport
FIG00613121: hypothetical protein,- none -, , ,none,none
FIG00613761: hypothetical protein,- none -, , ,none,none
FIG00613894: hypothetical protein,- none -, , ,none,none
Phage tail sheath protein FI,- none -, , ,none,none
FIG00656092: hypothetical protein,- none -, , ,none,none
FIG00613570: hypothetical protein,- none -, , ,none,none
Pyruvate decarboxylase (EC 4.1.1.1); Indole-3-pyruvate decarboxylase (EC 4.1.1.74),"Auxin biosynthesis; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Plant Hormones,Carbohydrates; Secondary Metabolism
"Amine oxidase, flavin-containing",- none -, , ,none,none
putative hemolysin secretion protein,- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Glycosyltransferase,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
GTP-binding protein TypA/BipA,- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gll0560 protein,- none -, , ,none,none
Surface antigen (D15) precursor,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Lmo0572 protein,- none -, , ,none,none
"Membrane protein, HPP family",- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Galactoside O-acetyltransferase (EC 2.3.1.18),- none -, , ,none,none
Probable outer membrane receptor protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
UPF0246 protein YaaA,- none -, , ,none,none
Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Membrane fusion component of MSF-type tripartite multidrug efflux system,- none -, , ,none,none
Outer membrane component of tripartite multidrug resistance system,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Tryptophan synthase alpha chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Predicted amidohydrolase,- none -, , ,none,none
Tryptophan synthase beta chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Phosphoribosylanthranilate isomerase (EC 5.3.1.24),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines; Plant Hormones,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Secondary Metabolism"
Indole-3-glycerol phosphate synthase (EC 4.1.1.48),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Anthranilate phosphoribosyltransferase (EC 2.4.2.18),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Anthranilate synthase, aminase component (EC 4.1.3.27)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Rhodanese-like domain protein,- none -, , ,none,none
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Putative transmembrane protein,- none -, , ,none,none
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Uncharacterized hydrolase DSY2054,- none -, , ,none,none
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Protein containing rhodanese-like domain,- none -, , ,none,none
"Glyceraldehyde-3-phosphate dehydrogenase, putative",- none -, , ,none,none
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Putative esterase,- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Galactitol utilization operon repressor,- none -, , ,none,none
Putative 5&#39;(3&#39;)-deoxyribonucleotidase (EC 3.1.3.-),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Beta-glucosidase A (EC 3.2.1.21) (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase),- none -, , ,none,none
"N4-(beta-N-acetylglucosaminyl)-L-asparaginase, putative",- none -, , ,none,none
alpha/beta hydrolase fold,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Phospholipid-binding protein,- none -, , ,none,none
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Conserved repeat domain protein,- none -, , ,none,none
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
"Acetyltransferase, GNAT family",- none -, , ,none,none
"PQQ-dependent oxidoreductase, gdhB family",- none -, , ,none,none
Xylose isomerase (EC 5.3.1.5),- none -, , ,none,none
Cytochrome c family protein,Cytochrome, , ,Respiration - no subcategory,Respiration
Lanthionine biosynthesis protein LanB,Lanthionine Synthetases, , ,Secondary Metabolism - no subcategory,Secondary Metabolism
Lanthionine biosynthesis protein LanB,Lanthionine Synthetases, , ,Secondary Metabolism - no subcategory,Secondary Metabolism
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
putative hemolysin secretion protein,- none -, , ,none,none
"Transcriptional regulator, MecI family",none, , ,RNA processing and modification,RNA Metabolism
"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Type IV pilus biogenesis protein PilN,- none -, , ,none,none
Type IV pilus biogenesis protein PilQ,- none -, , ,none,none
"Type IV fimbrial assembly, ATPase PilB",- none -, , ,none,none
Type IV pilin PilA,- none -, , ,none,none
Type IV fimbrial assembly protein PilC,- none -, , ,none,none
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
3-carboxymuconate cyclase,- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
Serine esterase (EC 3.1.1.1),- none -, , ,none,none
Uncharacterized isochorismatase family protein YrdC,- none -, , ,none,none
Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,Beta-lactamase, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Nicotinamide mononucleotide adenylyltransferase,- none -, , ,none,none
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Endonuclease III (EC 4.2.99.18),Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
TPR repeat,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Endo-beta-1,3-glucanase precursor",- none -, , ,none,none
"Beta-glucanase precursor (EC 3.2.1.73) (Endo-beta-1,3-1,4 glucanase) (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Lichenase)",- none -, , ,none,none
"Glycosyl hydrolase, family 16",- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Excinuclease ABC subunit A paralog in greater Bacteroides group,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
Mechanosensitive ion channel family protein,- none -, , ,none,none
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
TPR/glycosyl transferase domain protein,- none -, , ,none,none
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),Glycine Biosynthesis; <br>Glycine and Serine Utilization, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
Maebl,- none -, , ,none,none
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
putative membrane protein,- none -, , ,none,none
"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",- none -, , ,none,none
DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Integral membrane protein,- none -, , ,none,none
Cytosol nonspecific dipeptidase (EC 3.4.13.18),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
FIG00431159: hypothetical protein,- none -, , ,none,none
Uncharacterized Nudix hydrolase NudL,- none -, , ,none,none
"putative oxidoreductase, nitronate monooxygenase family",- none -, , ,none,none
Subtilisin-like serine proteases,Protein degradation, , ,Protein degradation,Protein Metabolism
tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),RNA methylation, , ,RNA processing and modification,RNA Metabolism
hypothetical exported 24-amino acid repeat protein,- none -, , ,none,none
"Inner membrane protein translocase and chaperone YidC, long form",Protein transport, , ,Protein transport,Membrane Transport
CTP synthase (EC 6.3.4.2),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
putative hemolysin secretion protein,- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Cell well associated RhsD protein,- none -, , ,none,none
Uncharacterized protein YpeB,- none -, , ,none,none
Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,- none -, , ,none,none
Polyketide synthase modules and related proteins,- none -, , ,none,none
beta-lactamase domain protein,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Sensory box histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Carboxyl-terminal protease,Protein degradation, , ,Protein degradation,Protein Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Chitinase (EC 3.2.1.14),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Cytosine deaminase (EC 3.5.4.1),Creatine and Creatinine Degradation; <br>pyrimidine conversions, , ,Amino Acids and Derivatives - no subcategory; Pyrimidines,Amino Acids and Derivatives; Nucleosides and Nucleotides
"putative transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
FIG008480: zinc-binding hydrolase,- none -, , ,none,none
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Putative isomerase,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
"Aminotransferase, class III",- none -, , ,none,none
"Fe-S protein, homolog of lactate dehydrogenase SO1521",- none -, , ,none,none
Two-component system response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"TonB-dependent receptor, plug precursor",Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Alkaline phosphatase (EC 3.1.3.1),Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
12-oxophytodienoate reductase,- none -, , ,none,none
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
Polysaccharide deacetylase,Polysaccharide deacetylases, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),- none -, , ,none,none
Membrane anchored sensor signal transduction histidine kinase Fjoh_0543,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator Fjoh_0544, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
TonB-dependent receptor Fjoh_0545,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Possible acyl protein synthase/acyl-CoA reductase-like protein,- none -, , ,none,none
Tyrosyl-tRNA synthetase (EC 6.1.1.1),"tRNA aminoacylation, Tyr", , ,Protein biosynthesis,Protein Metabolism
3-beta hydroxysteroid dehydrogenase/isomerase family protein,- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
Dolichol-phosphate mannosyltransferase,- none -, , ,none,none
Uroporphyrinogen-III synthase (EC 4.2.1.75),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Putative membrane protease YugP,Protein degradation, , ,Protein degradation,Protein Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Hydrolase, alpha/beta fold family",- none -, , ,none,none
Leucyl-tRNA synthetase (EC 6.1.1.4),"tRNA aminoacylation, Leu", , ,Protein biosynthesis,Protein Metabolism
"Cell-division-associated, ABC-transporter-like signaling protein FtsX",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Undecaprenyl-diphosphatase (EC 3.6.1.27),- none -, , ,none,none
tRNA pseudouridine(55) synthase (EC 5.4.99.25),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Uncharacterized protein Fjoh_0571,- none -, , ,none,none
Uridylate kinase (EC 2.7.4.22),- none -, , ,none,none
Ribosome recycling factor,Ribosome recycling related cluster; <br>Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Cation/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Exporter protein, RND family",- none -, , ,none,none
Asparaginyl-tRNA synthetase (EC 6.1.1.22),"tRNA aminoacylation, Asp and Asn", , ,Protein biosynthesis,Protein Metabolism
RNA polymerase sigma-54 factor RpoN,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Thymidine kinase (EC 2.7.1.21),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
16S rRNA (cytidine(1402)-2&#39;-O)-methyltransferase (EC 2.1.1.198),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Type III effector HopPmaJ,- none -, , ,none,none
Single-stranded-DNA-specific exonuclease RecJ,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Proline iminopeptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",- none -, , ,none,none
"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)",- none -, , ,none,none
Methylglutaconyl-CoA hydratase (EC 4.2.1.18),Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids,Amino Acids and Derivatives
Monofunctional biosynthetic peptidoglycan transglycosylase,- none -, , ,none,none
Oxidoreductase,- none -, , ,none,none
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
SAM-dependent methyltransferase,- none -, , ,none,none
7-carboxy-7-deazaguanine synthase (EC 4.3.99.3),- none -, , ,none,none
Tetratricopeptide repeat family protein,- none -, , ,none,none
"Putative phosphate ABC transporter, phosphate-binding component",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
