Function,Subsystem,NCBI GI,locus,System,Category
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Nicotinamide mononucleotide adenylyltransferase,- none -, , ,none,none
Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,Beta-lactamase, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Uncharacterized isochorismatase family protein YrdC,- none -, , ,none,none
Serine esterase (EC 3.1.1.1),- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
3-carboxymuconate cyclase,- none -, , ,none,none
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
cytoplasmic membrane protein,- none -, , ,none,none
Lipoprotein-releasing system ATP-binding protein LolD,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphoserine aminotransferase (EC 2.6.1.52),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Ferredoxin,Soluble cytochromes and functionally related electron carriers, , ,Respiration - no subcategory,Respiration
TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
GTP-binding and nucleic acid-binding protein YchF,- none -, , ,none,none
"Inner membrane protein YihY, formerly thought to be RNase BN",LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster, , ,none,none
kyphoscoliosis,- none -, , ,none,none
Nicotinate phosphoribosyltransferase (EC 6.3.4.21),- none -, , ,none,none
DNA topoisomerase IV subunit B (EC 5.99.1.3),DNA topoisomerases, , ,DNA replication,DNA Metabolism
Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
"N-acetyl glucosamine transporter, NagP",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
galactokinase,- none -, , ,none,none
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
putative purple acid phosphatase,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
putative stress-induced protein OsmC,- none -, , ,none,none
LysM-repeat proteins and domains,- none -, , ,none,none
LysM-repeat proteins and domains,- none -, , ,none,none
"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",GMP synthase; <br>GMP synthase; <br>Purine conversions; <br>Purine conversions; <br>Purine salvage cluster; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
DnaJ-class molecular chaperone CbpA,Protein chaperones, , ,Protein folding,Protein Metabolism
"RidA/YER057c/UK114 superfamily, group 6",- none -, , ,none,none
EriC-type fluoride/proton exchange protein,- none -, , ,none,none
"3&#39;-to-5&#39; oligoribonuclease A, Bacillus type",Nuclease, , ,RNA processing and modification,RNA Metabolism
GldI,- none -, , ,none,none
Probable peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) (PPIase) (Rotamase),- none -, , ,none,none
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Acetyltransferase, GNAT family",- none -, , ,none,none
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Curli production assembly/transport component CsgG,none, , ,Membrane Transport - no subcategory,Membrane Transport
Curli production assembly/transport component CsgF,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Glutamine synthetase type III, GlnN (EC 6.3.1.2)","Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
"Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)","Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Integral membrane protein TerC,- none -, , ,none,none
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, specificity subunit S",Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)",<br>Type I Restriction-Modification; Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
Mrr restriction system protein,- none -, , ,none,none
Uncharacterized protein CHU_1311,- none -, , ,none,none
Response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Conjugative transposon protein TraE,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraF,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraG,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraJ,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraK,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraM,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraN,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Thiol:disulfide interchange protein,- none -, , ,none,none
Thiol:disulfide interchange protein,- none -, , ,none,none
UPF0225 protein YchJ,Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
FIG024850: short form Mg-chelase associated protein with vWA domain,CBSS-336982.3.peg.1011, , ,none,none
"Magnesium chelatase, subunit ChlI (EC 6.6.1.1)",CBSS-336982.3.peg.1011, , ,none,none
SM-20-related protein,- none -, , ,none,none
NAD-specific glutamate dehydrogenase (EC 1.4.1.2),"Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
"internalin, putative",Listeria surface proteins: Internalin-like proteins, , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
sensory box sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Short-chain dehydrodenase (gene dltE),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Dihydroflavonol-4-reductase (EC 1.1.1.219),- none -, , ,none,none
"Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)",none, , ,Cell Division and Cell Cycle - no subcategory; Membrane Transport - no subcategory,Cell Division and Cell Cycle; Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Protein AraJ precursor,- none -, , ,none,none
Fructokinase (EC 2.7.1.4),- none -, , ,none,none
Allergen V5/Tpx-1 family protein,- none -, , ,none,none
Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1),Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
"Lipid A phosphoethanolamine transferase, putative",- none -, , ,none,none
GTP-binding protein Era,CBSS-176299.4.peg.1292; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
GTP-binding protein EngA,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Beta-propeller domains of methanol dehydrogenase type,- none -, , ,none,none
FIG014338: Hypothetical protein,- none -, , ,none,none
LemA family protein,- none -, , ,none,none
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
"Peptidase, family M23 (EC 3.4.24.-)",CBSS-226186.1.peg.3994; Protein degradation, , ,Protein degradation,Protein Metabolism
Alanyl-tRNA synthetase (EC 6.1.1.7),"CBSS-226186.1.peg.3994; <br>tRNA aminoacylation, Ala", , ,Protein biosynthesis,Protein Metabolism
"Efflux ABC transporter, permease/ATP-binding protein CHU_2049",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Outer membrane protein,- none -, , ,none,none
Luciferase-like monooxygenase YhbW,- none -, , ,none,none
Phenylalanine-4-hydroxylase (EC 1.14.16.1) / N-terminal regulatory domain,Aromatic amino acid degradation, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Truncated hemoglobins-like protein,- none -, , ,none,none
Threonine dehydratase biosynthetic (EC 4.3.1.19),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
putative lipoprotein,- none -, , ,none,none
Urocanate hydratase (EC 4.2.1.49),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Uncharacterized protein Fjoh_1910,- none -, , ,none,none
"pyridoxal phosphate-dependent deaminase, putative",- none -, , ,none,none
Hemagglutinin,- none -, , ,none,none
"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",- none -, , ,none,none
Methylamine utilization protein mauG precursor,- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
D-lactate dehydrogenase (EC 1.1.1.28),Fermentations: Lactate, , ,Fermentation,Carbohydrates
FIG028593: membrane protein,- none -, , ,none,none
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),"tRNA aminoacylation, Lys", , ,Protein biosynthesis,Protein Metabolism
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181),- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Short-chain dehydrodenase (gene dltE),- none -, , ,none,none
Short-chain dehydrodenase (gene dltE),- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Outer membrane protein romA,- none -, , ,none,none
Ribonuclease HII (EC 3.1.26.4),Ribonuclease H; <br>Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Cystathionine beta-synthase (EC 4.2.1.22),Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Probable DNA polymerase III epsilon chain,DNA polymerase, , ,DNA replication,DNA Metabolism
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
SSU ribosomal protein S21p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Site-specific tyrosine recombinase XerC,- none -, , ,none,none
Ribosome hibernation promoting factor Hpf,- none -, , ,none,none
Translation elongation factor Tu,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Protein translocase subunit SecE,Protein transport, , ,Protein transport,Membrane Transport
Transcription antitermination protein NusG,Transcription factors bacterial, , ,Transcription,RNA Metabolism
LSU ribosomal protein L11p (L12e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L1p (L10Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L10p (P0),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L7p/L12p (P1/P2),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
DNA-directed RNA polymerase beta&#39; subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
Uncharacterized protein TTC1240,- none -, , ,none,none
Epoxide hydrolase (EC 3.3.2.9),- none -, , ,none,none
Peptide chain release factor 3,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Cytoplasmic alpha-amylase (EC 3.2.1.1),- none -, , ,none,none
Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8),- none -, , ,none,none
MoxR protein,- none -, , ,none,none
Aconitate hydratase 2 (EC 4.2.1.3),Glyoxylate bypass, , ,Central carbohydrate metabolism,Carbohydrates
Aconitate hydratase (EC 4.2.1.3),Glyoxylate bypass, , ,Central carbohydrate metabolism,Carbohydrates
LysM domain/NLP/P60 family protein,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Lipopolysaccharide core heptosyltransferase III,- none -, , ,none,none
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
Alanine dehydrogenase (EC 1.4.1.1),Pyruvate Alanine Serine Interconversions, , ,Central carbohydrate metabolism,Carbohydrates
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Serine protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Diaminopimelate epimerase (EC 5.1.1.7),"CBSS-84588.1.peg.1247; <br>Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Acetyltransferase,- none -, , ,none,none
Murein endolytic transglycosylase MltG,- none -, , ,none,none
LysM domain protein,- none -, , ,none,none
"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",- none -, , ,none,none
"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",- none -, , ,none,none
"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Uridine kinase (EC 2.7.1.48),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"2,4-dienoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.34)",- none -, , ,none,none
Aspartate aminotransferase (EC 2.6.1.1) / Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase,"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
Tetrapyrrole (Corrin-Porphyrin) methylase family protein,- none -, , ,none,none
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),LMPTP YfkJ cluster, , ,none,none
Chromosomal replication initiator protein DnaA,DNA replication cluster 1; none, , ,DNA replication,DNA Metabolism
4-hydroxybenzoyl-CoA thioesterase family active site,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG000605: protein co-occurring with transport systems (COG1739),none, , ,Membrane Transport - no subcategory,Membrane Transport
Haloacid dehalogenase-like hydrolase,- none -, , ,none,none
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Acetyltransferase,- none -, , ,none,none
Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
Histidyl-tRNA synthetase (EC 6.1.1.21),"tRNA aminoacylation, His", , ,Protein biosynthesis,Protein Metabolism
Heat shock protein GrpE,Protein chaperones, , ,Protein folding,Protein Metabolism
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, AtoC family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Bem46 protein,- none -, , ,none,none
"Hydrolase, haloacid dehalogenase-like family",- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5),tRNA methylthiolation, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Biofilm-associated protein,- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
Adenine phosphoribosyltransferase (EC 2.4.2.7),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Alcohol dehydrogenase (EC 1.1.1.1),5-FCL-like protein; <br>Butanol Biosynthesis, , ,Fermentation; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Agglutination protein,- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
FIG01423360: glycoside hydrolase,- none -, , ,none,none
Trehalose-6-phosphate hydrolase (EC 3.2.1.93),- none -, , ,none,none
Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,- none -, , ,none,none
Glycosylase BF2339,- none -, , ,none,none
Lipopolysaccharide export system protein LptA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetylornithine aminotransferase (EC 2.6.1.11) (ACOAT),- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Ribosomal protein L11 methyltransferase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
ClpS-like protein Fjoh_3508,- none -, , ,none,none
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),- none -, , ,none,none
putative outermembrane protein,- none -, , ,none,none
Uncharacterized protein YiiX,- none -, , ,none,none
Bsl7504 protein,- none -, , ,none,none
Inner membrane protein CreD,- none -, , ,none,none
Aminopeptidase CC_2544,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
"Arabinan endo-1,5-alpha-L-arabinosidase A",- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Acetate kinase (EC 2.7.2.1),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
Magnesium and cobalt transport protein CorA,Magnesium transport; none, , ,Cation transporters; Membrane Transport - no subcategory,Membrane Transport
GCN5-related N-acetyltransferase,- none -, , ,none,none
TRNA (Ms[2]io[6]A) -hydroxylase (EC 1.-.-.-),- none -, , ,none,none
Serine hydroxymethyltransferase (EC 2.1.2.1),5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Folate and pterines","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Fumarylacetoacetase (EC 3.7.1.2),Homogentisate pathway of aromatic compound degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
Phosphohydrolase (MutT/nudix family protein),- none -, , ,none,none
Putative stomatin/prohibitin-family membrane protease subunit PA4582,Protein degradation, , ,Protein degradation,Protein Metabolism
Molybdate metabolism regulator,- none -, , ,none,none
Deoxyribonuclease TatD,Twin-arginine translocation system; <br>YcfH, , ,DNA Metabolism - no subcategory; Protein translocation across cytoplasmic membrane,DNA Metabolism; Membrane Transport
PseT polynucleotide 5&#39;-kinase and 3&#39;-phosphatase,- none -, , ,none,none
"COG4339 metal-dependent phosphohydrolase, HD superfamily",- none -, , ,none,none
PKD,- none -, , ,none,none
"Transcriptional regulator, YafY family",none, , ,RNA processing and modification,RNA Metabolism
Hypothetical protein Cj1505c,- none -, , ,none,none
Probable hemagglutinin/hemolysin-related protein,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
TPR domain protein,- none -, , ,none,none
Capsular polysaccharide biosynthesis protein,Capsular Polysaccharides Biosynthesis and Assembly; Polysaccharide biosynthesis, , ,Capsular and extracellular polysacchrides; Polysaccharides,Carbohydrates; Cell Wall and Capsule
Glycosyltransferase,- none -, , ,none,none
Dolichyl phosphate glucosyltransferase,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
