Function,Subsystem,NCBI GI,locus,System,Category
"Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS",Purine Utilization, , ,Purines,Nucleosides and Nucleotides
"Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT",- none -, , ,none,none
"Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT",- none -, , ,none,none
"Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS",Purine Utilization, , ,Purines,Nucleosides and Nucleotides
"Periplasmic aromatic aldehyde oxidoreductase, molybdenum binding subunit YagR",- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",Purine Utilization, , ,Purines,Nucleosides and Nucleotides
Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76),- none -, , ,none,none
Molybdopterin synthase sulfur carrier subunit,- none -, , ,none,none
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Endoglucanase,- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
3-isopropylmalate dehydrogenase (EC 1.1.1.85),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
(R)-citramalate synthase (EC 2.3.1.182),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
Putative acetyltransferase,- none -, , ,none,none
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
3-isopropylmalate dehydratase large subunit (EC 4.2.1.33),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
Thioredoxin,- none -, , ,none,none
Membrane alanine aminopeptidase N (EC 3.4.11.2),Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Protein degradation,Protein Metabolism
"putative alpha-dextrin endo-1, 6-alpha- glucosidase",- none -, , ,none,none
L-alanine-DL-glutamate epimerase (EC 5.1.1.n1),- none -, , ,none,none
Oxidoreductase,- none -, , ,none,none
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),- none -, , ,none,none
Glutamate synthase [NADPH] large chain (EC 1.4.1.13),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Glutamate synthase [NADPH] small chain (EC 1.4.1.13),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Diaminopimelate decarboxylase (EC 4.1.1.20),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Alkaline phosphatase (EC 3.1.3.1); Type I phosphodiesterase/nucleotide pyrophosphatase precursor,Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
Mobile element protein,- none -, , ,none,none
C-5 cytosine-specific DNA methylase,DNA methylation, , ,DNA Metabolism - no subcategory,DNA Metabolism
Superfamily II DNA and RNA helicase,DNA helicase; RNA helicase, , ,DNA Metabolism - no subcategory; RNA Metabolism - no subcategory,DNA Metabolism; RNA Metabolism
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Protein YzbB,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
7-carboxy-7-deazaguanine synthase (EC 4.3.99.3),- none -, , ,none,none
Tetratricopeptide repeat family protein,- none -, , ,none,none
"Putative phosphate ABC transporter, phosphate-binding component",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Fpo2,- none -, , ,none,none
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Biopolymer transport protein ExbD/TolR,Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
Biopolymer transport protein ExbD/TolR,Ton and Tol transport systems; none, , ,Membrane Transport - no subcategory,Membrane Transport
MotA/TolQ/ExbB proton channel family protein,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized protein YjgR,- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
Exopolyphosphatase (EC 3.6.1.11),Phosphate metabolism; <br>Polyphosphate, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Polyphosphate kinase (EC 2.7.4.1),Phosphate metabolism; <br>Polyphosphate; <br>Purine conversions, , ,Phosphorus Metabolism - no subcategory; Purines,Nucleosides and Nucleotides; Phosphorus Metabolism
Chromosome (plasmid) partitioning protein ParA,- none -, , ,none,none
FIG00649665: hypothetical protein,- none -, , ,none,none
TonB-dependent receptor domain protein,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Mobile element protein,- none -, , ,none,none
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
LSU ribosomal protein L13p (L13Ae),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S9p (S16e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S2p (SAe),<br>Ribosome SSU bacterial; <br>Ribosome recycling related cluster; CBSS-312309.3.peg.1965; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation elongation factor Ts,CBSS-312309.3.peg.1965; <br>Ribosome recycling related cluster; <br>Translation elongation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"Il-IS_2, transposase",Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Il-IS_2, transposase",Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Replication protein,none, , ,DNA replication,DNA Metabolism
GTP-binding protein Era,CBSS-176299.4.peg.1292; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
GTP-binding protein EngA,- none -, , ,none,none
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Two-component response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
UPF0225 protein YchJ,Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
Putative molybdenum transport ATP-binding protein modF,none, , ,Membrane Transport - no subcategory,Membrane Transport
FIG024850: short form Mg-chelase associated protein with vWA domain,CBSS-336982.3.peg.1011, , ,none,none
"Magnesium chelatase, subunit ChlI (EC 6.6.1.1)",CBSS-336982.3.peg.1011, , ,none,none
SM-20-related protein,- none -, , ,none,none
"internalin, putative",Listeria surface proteins: Internalin-like proteins, , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
General stress protein,- none -, , ,none,none
"2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)",- none -, , ,none,none
"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) / Trehalose-6-phosphate phosphatase (EC 3.1.3.12)",Trehalose Biosynthesis; <br>Trehalose Biosynthesis, , ,Di- and oligosaccharides,Carbohydrates
"Hypothetical protein PA2244 (similar to DNA topoisomerase IB, but possibly involved in glycosyl-transfer)","DNA topoisomerases, Type I, ATP-independent", , ,DNA replication,DNA Metabolism
Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Glucoamylase (EC 3.2.1.3),Trehalose Biosynthesis, , ,Di- and oligosaccharides,Carbohydrates
Two-component response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Hypothetical protein Fjoh_1965,- none -, , ,none,none
Excinuclease ABC subunit A,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
TPR domain protein,- none -, , ,none,none
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Chloride channel protein,- none -, , ,none,none
Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13),Protein degradation, , ,Protein degradation,Protein Metabolism
Acyl carrier protein phosphodiesterase (EC 3.1.4.14),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
putative membrane protein,- none -, , ,none,none
Acetyltransferase (GNAT family) SAS0976,- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Agglutination protein,- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Death on curing protein, Doc toxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
Organic hydroperoxide resistance transcriptional regulator,none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Organic hydroperoxide resistance protein,CBSS-269482.1.peg.1294; <br>Oxidative stress, , ,Oxidative stress,Stress Response
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"dNTP triphosphohydrolase, broad substrate specificity",- none -, , ,none,none
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129),- none -, , ,none,none
Translation elongation factor P,Modification of eukaryotic initiation factor 5A; <br>Translation elongation factors bacterial, , ,Protein biosynthesis; Protein processing and modification,Protein Metabolism
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),- none -, , ,none,none
Methionine transporter MetT,none, , ,"Lysine, threonine, methionine, and cysteine; Membrane Transport - no subcategory",Amino Acids and Derivatives; Membrane Transport
"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",- none -, , ,none,none
"Transcriptional regulator YeiE, LysR family",none, , ,RNA processing and modification,RNA Metabolism
Putative membrane protein YeiH,- none -, , ,none,none
Sulfatase family protein,- none -, , ,none,none
Thioredoxin Disulfide Isomerase,- none -, , ,none,none
FAD:protein FMN transferase (EC 2.7.1.180),- none -, , ,none,none
Lipoprotein Runsl_0700,- none -, , ,none,none
Uncharacterized protein Runsl_0699,- none -, , ,none,none
DNA-binding heavy metal response regulator,Cobalt-zinc-cadmium resistance; Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory; Resistance to antibiotics and toxic compounds,"Regulation and Cell signaling; Virulence, Disease and Defense"
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"CzcABC family efflux RND transporter, transmembrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Nodulin-related protein CC_0717,- none -, , ,none,none
ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl,- none -, , ,none,none
Histidinol dehydrogenase (EC 1.1.1.23),Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Histidinol-phosphate aminotransferase (EC 2.6.1.9),Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),Histidine Biosynthesis; <br>Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Imidazole glycerol phosphate synthase amidotransferase subunit HisH,- none -, , ,none,none
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Histidine Biosynthesis", , ,Aromatic amino acids and derivatives; Histidine Metabolism,Amino Acids and Derivatives
four helix bundle protein,- none -, , ,none,none
Imidazole glycerol phosphate synthase cyclase subunit,- none -, , ,none,none
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),Histidine Biosynthesis; <br>Histidine Biosynthesis; <br>Riboflavin synthesis cluster, , ,Histidine Metabolism,Amino Acids and Derivatives
Cytosol aminopeptidase PepA (EC 3.4.11.1),<br>Dehydrogenase complexes; Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Central carbohydrate metabolism; Protein degradation,Carbohydrates; Protein Metabolism
Peptidase M1 family protein,Protein degradation, , ,Protein degradation,Protein Metabolism
cytosolic long-chain acyl-CoA thioester hydrolase family protein,- none -, , ,none,none
GNAT family acetyltransferase Bsu1753 (YnaD),- none -, , ,none,none
Small-conductance mechanosensitive channel,- none -, , ,none,none
Putative helicase,- none -, , ,none,none
ATP-dependent RNA helicase,RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
NADH dehydrogenase (EC 1.6.99.3),Respiratory dehydrogenases 1; <br>Riboflavin synthesis cluster, , ,Electron donating reactions,Respiration
"Multidrug resistance transporter, Bcr/CflA family",Copper homeostasis; none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Hypothetical Nudix-like regulator,- none -, , ,none,none
Multiple polyol-specific dehydrogenase (EC 1.1.1.-),- none -, , ,none,none
Fructokinase (EC 2.7.1.4),- none -, , ,none,none
Multiple polyol-specific dehydrogenase (EC 1.1.1.-),- none -, , ,none,none
"ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Uncharacterized membrane protein VF_0575,- none -, , ,none,none
FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),- none -, , ,none,none
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
2-hydroxychromene-2-carboxylate isomerase/DsbA-like thioredoxin domain,- none -, , ,none,none
FIG00694912: hypothetical protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1),none, , ,Membrane Transport - no subcategory,Membrane Transport
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
"Cupin 2, conserved barrel domain protein",- none -, , ,none,none
Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79),- none -, , ,none,none
16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),CBSS-226186.1.peg.3978; <br>CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>RNA methylation, , ,RNA processing and modification,RNA Metabolism
FIG032012: hypothetical protein,CBSS-226186.1.peg.3978, , ,none,none
"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",- none -, , ,none,none
Alanine dehydrogenase (EC 1.4.1.1),Pyruvate Alanine Serine Interconversions, , ,Central carbohydrate metabolism,Carbohydrates
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,- none -, , ,none,none
Response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
COG2102: Predicted ATPases of PP-loop superfamily,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
putative membrane protein,- none -, , ,none,none
ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"YciO protein, TsaC/YrdC paralog",- none -, , ,none,none
OmpA domain protein,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
DNA polymerase III delta subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Uncharacterized protein Fjoh_2917,- none -, , ,none,none
Energy-dependent translational throttle protein EttA,- none -, , ,none,none
Uncharacterized protein YuxK,- none -, , ,none,none
Recombination inhibitory protein MutS2,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
RecD-like DNA helicase Atu2026,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38),- none -, , ,none,none
potassium channel protein,- none -, , ,none,none
Acyltransferase,- none -, , ,none,none
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Phosphoenolpyruvate carboxylase (EC 4.1.1.31),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27),- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
Deoxyhypusine synthase (EC 2.5.1.46),Alkaloid biosynthesis from L-lysine; <br>Modification of eukaryotic initiation factor 5A, , ,Plant Alkaloids; Protein processing and modification,Protein Metabolism; Secondary Metabolism
Biosynthetic arginine decarboxylase (EC 4.1.1.19),- none -, , ,none,none
3-dehydroquinate synthase (EC 4.2.3.4),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Carbapenem antibiotics biosynthesis protein carD,Antibiotics biosynthesis, , ,"Bacterial cytostatics, differentiation factors and antibiotics",Secondary Metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
tRNA pseudouridine(65) synthase (EC 5.4.99.26),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
probable membrane protein STY1534,- none -, , ,none,none
FIG00930805: hypothetical protein,- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
Translation initiation factor SUI1-related protein,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Oxidoreductase,- none -, , ,none,none
bacteriophytochrome heme oxygenase BphO,Oxidative stress, , ,Oxidative stress,Stress Response
"Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)",Oxidative stress; Two-component regulatory system, , ,Oxidative stress; Regulation and Cell signaling - no subcategory,Regulation and Cell signaling; Stress Response
Response regulator receiver protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase",- none -, , ,none,none
putative lipoprotein,- none -, , ,none,none
Flavin-dependent monooxygenase ArsO associated with arsenic resistance,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Aspartate racemase (EC 5.1.1.13),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Overcoming lysogenization defect protein Old,- none -, , ,none,none
Predicted signal-transduction protein containing cAMP-binding and CBS domains,CBSS-211586.9.peg.2560; <br>CBSS-342610.3.peg.1536, , ,none,none
DNA polymerase III epsilon subunit (EC 2.7.7.7),<br>CBSS-342610.3.peg.1536; CBSS-228410.1.peg.134; DNA polymerase, , ,DNA replication,DNA Metabolism
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Naringenin-chalcone synthase (EC 2.3.1.74),- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
NAD binding site,- none -, , ,none,none
Miniconductance mechanosensitive channel YbdG,- none -, , ,none,none
Acetyl-CoA synthetase (EC 6.2.1.1),- none -, , ,none,none
Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86),- none -, , ,none,none
Acetolactate synthase small subunit (EC 2.2.1.6),Acetolactate synthase subunits; <br>Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids; Fermentation,Amino Acids and Derivatives; Carbohydrates
Acetolactate synthase large subunit (EC 2.2.1.6),Acetolactate synthase subunits; <br>Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids; Fermentation,Amino Acids and Derivatives; Carbohydrates
Dihydroxy-acid dehydratase (EC 4.2.1.9),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
3-isopropylmalate dehydrogenase (EC 1.1.1.85),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
2-isopropylmalate synthase (EC 2.3.3.13),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
2-dehydropantoate 2-reductase (EC 1.1.1.169),Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
"MutS-related protein, family 1","DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
Universal stress protein,- none -, , ,none,none
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Ribosome-associated inhibitor A,- none -, , ,none,none
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
"FIG01964566: Predicted membrane protein, hemolysin III homolog",- none -, , ,none,none
Succinate-semialdehyde dehydrogenase,- none -, , ,none,none
Ferredoxin reductase,Anaerobic respiratory reductases, , ,Electron accepting reactions,Respiration
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96),Pterin carbinolamine dehydratase; <br>Pterin metabolism, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)","Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
HtrA protease/chaperone protein,Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
putative sterol desaturase-related protein,- none -, , ,none,none
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Putative permease,- none -, , ,none,none
Short chain dehydrogenase,- none -, , ,none,none
Bll4197 protein,- none -, , ,none,none
Acyl-CoA dehydrogenases,- none -, , ,none,none
Uncharacterized protein CHU_1311,- none -, , ,none,none
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase, , ,DNA repair; DNA replication,DNA Metabolism
Alkylated DNA repair protein,none, , ,DNA repair,DNA Metabolism
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
