Function,Subsystem,NCBI GI,locus,System,Category
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
QbdB,- none -, , ,none,none
Chitinase (EC 3.2.1.14),Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8),- none -, , ,none,none
3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16),- none -, , ,none,none
3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, YafY family",none, , ,RNA processing and modification,RNA Metabolism
"COG4339 metal-dependent phosphohydrolase, HD superfamily",- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24),"Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln; <br>tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Protein Metabolism"
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Biotin biosynthesis; <br>Fatty acid metabolism cluster, , ,Biotin; Fatty acids,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Endonuclease I,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",- none -, , ,none,none
Isochorismate synthase (EC 5.4.4.2),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
N-acetylglucosaminyl-L-malate N-acetyl hydrolase,- none -, , ,none,none
"YpfJ protein, zinc metalloprotease superfamily",Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
Sensory box histidine kinase/response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
"RNA pseudouridylate synthase, group 1",- none -, , ,none,none
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",Glycine and Serine Utilization; <br>Glycine and Serine Utilization; <br>Pyruvate Alanine Serine Interconversions; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Lipopolysaccharide modification acyltransferase,- none -, , ,none,none
Ligand-binding SRPBCC domain protein family,- none -, , ,none,none
Lysine decarboxylase family,- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
3-carboxymuconate cyclase,- none -, , ,none,none
Outer membrane protein,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
NmrA family protein,- none -, , ,none,none
Aha1 domain protein,- none -, , ,none,none
Uncharacterized protein CA2559_04525,- none -, , ,none,none
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Arginase (EC 3.5.3.1),- none -, , ,none,none
Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),5-FCL-like protein; <br>Dehydrogenase complexes; <br>Glycine cleavage system; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism; Folate and pterines","Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"prophage LambdaSa2, HNH endonuclease family protein",Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
tRNA pseudouridine(38-40) synthase (EC 5.4.99.12),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
FIG00656574: hypothetical protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Transcription termination factor Rho,Transcription factors bacterial, , ,Transcription,RNA Metabolism
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Gll1812 protein,- none -, , ,none,none
Dienelactone hydrolase family protein,- none -, , ,none,none
Penicillin amidase family protein,- none -, , ,none,none
Cyanophycinase (EC 3.4.15.6),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Ornithine aminotransferase (EC 2.6.1.13),Dimethylarginine metabolism, , ,Stress Response - no subcategory,Stress Response
Bll4197 protein,- none -, , ,none,none
"Glycosyl transferase, group 2 family",- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
cAMP-binding protein,- none -, , ,none,none
Cysteine synthase (EC 2.5.1.47),Cysteine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Inner membrane protein YadS,- none -, , ,none,none
Rhodanese homology domain / Thioredoxin,- none -, , ,none,none
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Nitrate/nitrite transporter NarK/U 1,none, , ,Membrane Transport - no subcategory,Membrane Transport
Nitrate/nitrite transporter NarK/U 1,none, , ,Membrane Transport - no subcategory,Membrane Transport
Nitrate/nitrite transporter NarK/U,none, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Assimilatory nitrate reductase large subunit (EC 1.7.99.4),- none -, , ,none,none
"Quad-[4Fe-4S] ferredoxin, HycB/HydN/HyfA family",- none -, , ,none,none
Twin-arginine translocation pathway signal precursor,- none -, , ,none,none
Molybdopterin molybdenumtransferase (EC 2.10.1.1),- none -, , ,none,none
Possible sulfoacetate exporter,- none -, , ,none,none
Molybdenum cofactor guanylyltransferase (EC 2.7.7.77),- none -, , ,none,none
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Molybdopterin synthase sulfur carrier subunit,- none -, , ,none,none
Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80),- none -, , ,none,none
Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12),- none -, , ,none,none
Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) / Molybdopterin adenylyltransferase (EC 2.7.7.75),- none -, , ,none,none
"GTP 3&#39;,8-cyclase (EC 4.1.99.22)",- none -, , ,none,none
Domain of unknown function / Rubredoxin,Rubrerythrin, , ,Oxidative stress,Stress Response
Assimilatory nitrate reductase large subunit (EC 1.7.99.4),- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
"Nitrate ABC transporter, substrate-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Nitrate ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Nitrate ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Death on curing protein, Doc toxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
Nitrate/nitrite transporter NarK/U 1,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, NarL/FixJ family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4),- none -, , ,none,none
Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4),- none -, , ,none,none
Probable secreted protein containing HslJ-like protein,- none -, , ,none,none
"Transcriptional regulator CidR, LysR family",none, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase,- none -, , ,none,none
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
lin0150,- none -, , ,none,none
Modulator of drug activity B,- none -, , ,none,none
Aldo/keto reductase,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Dipeptidyl peptidase VI,Protein degradation, , ,Protein degradation,Protein Metabolism
Acetyl-CoA acetyltransferase (EC 2.3.1.9),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Fermentation; Isoprenoids,"Carbohydrates; Fatty Acids, Lipids, and Isoprenoids"
Excinuclease ABC subunit A paralog of unknown function,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
FIG00693796: hypothetical protein,- none -, , ,none,none
D-xylose proton-symporter XylE,Xylose utilization; none, , ,Monosaccharides; Uni- Sym- and Antiporters,Carbohydrates; Membrane Transport
Levanase (EC 3.2.1.65),- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Glycoside hydrolase, family 32",- none -, , ,none,none
Fructokinase (EC 2.7.1.4),Sucrose utilization, , ,Di- and oligosaccharides,Carbohydrates
Pirin,- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Histidine Biosynthesis", , ,Aromatic amino acids and derivatives; Histidine Metabolism,Amino Acids and Derivatives
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Acetyltransferase (isoleucine patch superfamily),- none -, , ,none,none
Dienelactone hydrolase and related enzymes,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Metallo-beta-lactamase superfamily protein PA0057,PA0057 cluster, , ,none,none
intradiol ring-cleavage dioxygenase,- none -, , ,none,none
Thioredoxin-like protein clustered with PA0057,PA0057 cluster, , ,none,none
putative Crp/Fnr family transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",- none -, , ,none,none
Quinone oxidoreductase (EC 1.6.5.5),Quinone oxidoreductase family, , ,Respiration - no subcategory,Respiration
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"TonB-dependent receptor, plug precursor",Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A,- none -, , ,none,none
Linoleoyl-CoA desaturase (EC 1.14.19.3),- none -, , ,none,none
D-alanyl-D-alanine dipeptidase (EC 3.4.13.22),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
SAM-dependent methyltransferase,- none -, , ,none,none
Uncharacterized UPF0118 membrane protein,- none -, , ,none,none
Gll1663 protein,- none -, , ,none,none
tRNA/rRNA methyltransferase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),RNA methylation, , ,RNA processing and modification,RNA Metabolism
N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),- none -, , ,none,none
6-phosphofructokinase (EC 2.7.1.11),Glycolysis and Gluconeogenesis, , ,Central carbohydrate metabolism,Carbohydrates
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Glycolysis and Gluconeogenesis; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Central carbohydrate metabolism; Pyridoxine,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Methylglyoxal synthase (EC 4.2.3.3),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
LPS-assembly protein LptD @ Organic solvent tolerance protein precursor,ECSIG4-SIG7; Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Iron-sulphur-binding reductase,- none -, , ,none,none
Fe-S oxidoreductase (Ferredoxin) (EC 1.3.99.-),- none -, , ,none,none
UDP-N-acetylglucosamine:L-malate glycosyltransferase,- none -, , ,none,none
"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog",- none -, , ,none,none
Chorismate synthase (EC 4.2.3.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Sodium:dicarboxylate symporter precursor,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
ATP-dependent RNA helicase RhlE (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Formiminoglutamase (EC 3.5.3.8),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Imidazolonepropionase (EC 3.5.2.7),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Glutamine cyclotransferase,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Transaldolase (EC 2.2.1.2),Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Glucose/galactose transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
beta-glycosyl hydrolase,- none -, , ,none,none
Chitinase (EC 3.2.1.14),Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
Thiol:disulfide oxidoreductase,- none -, , ,none,none
Bis-ABC ATPase YbiT,- none -, , ,none,none
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Pyrimidine operon regulatory protein PyrR,- none -, , ,none,none
Aspartate carbamoyltransferase (EC 2.1.3.2),- none -, , ,none,none
Ribonuclease Z (EC 3.1.26.11),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Pyridoxamine 5&#39;-phosphate oxidase (EC 1.4.3.5),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Uncharacterized protein, YkwD family",- none -, , ,none,none
Biofilm-associated protein,- none -, , ,none,none
Biofilm-associated protein,- none -, , ,none,none
Phosphoglycerate/bisphosphoglycerate mutase,- none -, , ,none,none
Polyphosphate kinase (EC 2.7.4.1),Phosphate metabolism; <br>Polyphosphate; <br>Purine conversions, , ,Phosphorus Metabolism - no subcategory; Purines,Nucleosides and Nucleotides; Phosphorus Metabolism
Exopolyphosphatase (EC 3.6.1.11),Phosphate metabolism; <br>Polyphosphate, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Integral membrane protein,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
NAD(P)H dehydrogenase (quinone) family protein,- none -, , ,none,none
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
"Uncharacterized conserved protein, contains double-stranded beta-helix domain",- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Na+/H+-dicarboxylate symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
2-dehydropantoate 2-reductase (EC 1.1.1.169),Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Aspartate aminotransferase (EC 2.6.1.1),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
Linoleoyl-CoA desaturase (EC 1.14.19.3),- none -, , ,none,none
16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Autolysin sensor kinase (EC 2.7.3.-),- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"hydrolase, CocE/NonD family",- none -, , ,none,none
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88),"Proline, 4-hydroxyproline uptake and utilization", , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
mRNA 3-end processing exonuclease,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
ATP-dependent DNA ligase (EC 6.5.1.1) LigC,DNA Repair Base Excision; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
"ATP-dependent, 3&#39;-5&#39; DNA helicase with strand annealing activity",DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
FIG006285: ICC-like protein phosphoesterase,- none -, , ,none,none
ApaG protein,- none -, , ,none,none
Snf2 family helicase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Methionine aminopeptidase (EC 3.4.11.18),<br>Translation termination factors bacterial; Aminopeptidases; CBSS-312309.3.peg.1965; Protein degradation, , ,Protein biosynthesis; Protein degradation,Protein Metabolism
Putative inner membrane protein,- none -, , ,none,none
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)",- none -, , ,none,none
Peptidoglycan-binding domain 1,- none -, , ,none,none
"acetyltransferase, GNAT family",- none -, , ,none,none
Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),Dipeptidases (EC 3.4.13.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Twin-arginine translocation protein TatA,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",- none -, , ,none,none
O-methyltransferase,- none -, , ,none,none
23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Hexaprenyl diphosphate synthase (farnesyl-diphosphate specific) (EC 2.5.1.83),Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
DNA primase DnaG,- none -, , ,none,none
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
NAD synthetase (EC 6.3.1.5),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
GldB,- none -, , ,none,none
GldC,- none -, , ,none,none
GTP-binding protein EngB,- none -, , ,none,none
"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",- none -, , ,none,none
Transcriptional regulator MraZ,none, , ,RNA processing and modification,RNA Metabolism
16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Cell division protein FtsL,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),CBSS-83331.1.peg.3039; Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)",- none -, , ,none,none
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),- none -, , ,none,none
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),- none -, , ,none,none
Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),- none -, , ,none,none
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),- none -, , ,none,none
UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8),- none -, , ,none,none
Cell division protein FtsQ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsA,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsZ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Transamidase GatB domain protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Putative hemolysin,- none -, , ,none,none
Putative PRS2 protein,- none -, , ,none,none
RIKEN cDNA 2310076O21 gene,- none -, , ,none,none
Fe-S-cluster oxidoreductase,- none -, , ,none,none
