Function,Subsystem,NCBI GI,locus,System,Category
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
(R)-citramalate synthase (EC 2.3.1.182),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
3-isopropylmalate dehydrogenase (EC 1.1.1.85),Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
RNA-binding region RNP-1,- none -, , ,none,none
SSU ribosomal protein S16p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
16S rRNA processing protein RimM,- none -, , ,none,none
tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Glutaryl-CoA dehydrogenase (EC 1.3.8.6),- none -, , ,none,none
Di-haem cytochrome c peroxidase family protein,Cytochrome, , ,Respiration - no subcategory,Respiration
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Transcriptional regulator, LacI family",none, , ,RNA processing and modification,RNA Metabolism
Alcohol dehydrogenase (EC 1.1.1.1),5-FCL-like protein; <br>Butanol Biosynthesis, , ,Fermentation; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262),ECSIG4-SIG7; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Predicted sialic acid transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00052322: hypothetical protein,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
phytase,- none -, , ,none,none
Toxin HigB,- none -, , ,none,none
Antitoxin HigA,- none -, , ,none,none
Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
FIG00018398: hypothetical regulator,- none -, , ,none,none
"Saccharopine dehydrogenase [NADP, L-glutamate-forming] (EC 1.5.1.10)",- none -, , ,none,none
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases,- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Predicted alpha-L-rhamnosidase,- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
Rhamnogalacturonides degradation protein RhiN,D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
pectate lyase L precursor,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
"Transcriptional regulator of rhamnose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
rhamnogalacturonan acetylesterase,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
Ferrichrome-iron receptor,- none -, , ,none,none
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Ferrichrome-iron receptor,- none -, , ,none,none
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE,RNA methylation, , ,RNA processing and modification,RNA Metabolism
"MutS-related protein, family 1","DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
DNA polymerase III beta subunit (EC 2.7.7.7),DNA polymerase; DNA replication cluster 1, , ,DNA replication,DNA Metabolism
Gliding motility-associated ABC transporter substrate-binding protein GldG,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gliding motility-associated ABC transporter permease protein GldF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00648915: hypothetical protein,- none -, , ,none,none
"Phosphate starvation-inducible protein PhoH, predicted ATPase",CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Retron-type RNA-directed DNA polymerase (EC 2.7.7.49),DNA polymerase; Group II intron-associated genes, , ,DNA replication; RNA Metabolism - no subcategory,DNA Metabolism; RNA Metabolism
YefM protein (antitoxin to YoeB),Toxin-antitoxin replicon stabilization systems, , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
YoeB toxin protein,Toxin-antitoxin replicon stabilization systems, , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
"Cof protein, HD superfamily hydrolase",Housecleaning nucleoside triphosphate pyrophosphatases, , ,Detoxification,Nucleosides and Nucleotides
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
response regulator in two-component regulatory system with PhoQ,Phosphate metabolism; Two-component regulatory system, , ,Phosphorus Metabolism - no subcategory; Regulation and Cell signaling - no subcategory,Phosphorus Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"CzcABC family efflux RND transporter, transmembrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Uncharacterized integral membrane protein SSO0015,- none -, , ,none,none
Endoglucanase,- none -, , ,none,none
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,CBSS-272943.3.peg.1367, , ,none,none
Tryptophanyl-tRNA synthetase (EC 6.1.1.2),"tRNA aminoacylation, Trp", , ,Protein biosynthesis,Protein Metabolism
Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),- none -, , ,none,none
RecA protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway; <br>DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
Acyl-CoA hydrolase (EC 3.1.2.20),- none -, , ,none,none
DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
alpha-L-fucosidase (EC 3.2.1.51),- none -, , ,none,none
"L-fucose mutarotase, type 2 (EC 5.1.3.29)",- none -, , ,none,none
alpha-xylosidase (EC 3.2.1.177),- none -, , ,none,none
alpha-L-fucosidase (EC 3.2.1.51),- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Phosphoglycerate kinase (EC 2.7.2.3),- none -, , ,none,none
Membrane-bound lytic murein transglycosylase D,- none -, , ,none,none
Peptidoglycan-associated lipoprotein,- none -, , ,none,none
Carboxy-terminal processing protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Ribonuclease P protein component (EC 3.1.26.5),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),- none -, , ,none,none
"Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)",- none -, , ,none,none
HD domain protein,- none -, , ,none,none
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, outer membrane lipoprotein, NodT family",Multidrug Resistance Efflux Pumps, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Modulator of drug activity B,- none -, , ,none,none
Modulator of drug activity B,- none -, , ,none,none
Endonuclease/exonuclease/phosphatase,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Enoyl-CoA hydratase (EC 4.2.1.17),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Isoleucine degradation; <br>Valine degradation, , ,Branched-chain amino acids; Fermentation,Amino Acids and Derivatives; Carbohydrates
Nitrogen regulation protein NtrY (EC 2.7.3.-),- none -, , ,none,none
"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)",Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)",Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Glutamyl-tRNA reductase (EC 1.2.1.70),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Porphobilinogen deaminase (EC 2.5.1.61),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Uroporphyrinogen-III synthase in Bacteroidetes, divergent, putative (EC 4.2.1.75)",- none -, , ,none,none
Uroporphyrinogen III decarboxylase (EC 4.1.1.37),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Porphobilinogen synthase (EC 4.2.1.24),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Cytochrome c552,Cytochrome; Soluble cytochromes and functionally related electron carriers, , ,Respiration - no subcategory,Respiration
SAM-dependent methyltransferase,- none -, , ,none,none
"Transcriptional regulator, LysR family",none, , ,RNA processing and modification,RNA Metabolism
Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Gate supefamily SpmA/SpmB domains protein,- none -, , ,none,none
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Fumarate hydratase class I (EC 4.2.1.2),- none -, , ,none,none
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5),Catechol branch of beta-ketoadipate pathway; <br>Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids; Metabolism of central aromatic intermediates,Amino Acids and Derivatives; Metabolism of Aromatic Compounds
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5),Catechol branch of beta-ketoadipate pathway; <br>Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids; Metabolism of central aromatic intermediates,Amino Acids and Derivatives; Metabolism of Aromatic Compounds
conserved hypothetical acetyltransferase,- none -, , ,none,none
Monofunctional biosynthetic peptidoglycan transglycosylase,- none -, , ,none,none
GldH,- none -, , ,none,none
Stage 0 sporulation protein YaaT,- none -, , ,none,none
"Rhodanese domain protein, Enterobacterial subgroup, YceA homolog",Single-Rhodanese-domain proteins, , ,Plant-Prokaryote DOE project,Miscellaneous
Related to 5&#39; to 3&#39; DNA helicase,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Outer membrane protein H precursor,Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
SAM-dependent methyltransferase BT3209,- none -, , ,none,none
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG,RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
"liver stage antigen, putative",- none -, , ,none,none
Glutamyl-tRNA synthetase (EC 6.1.1.17),"Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Protein Metabolism"
Protein QmcA (possibly involved in integral membrane quality control),- none -, , ,none,none
FIG00655948: hypothetical protein,- none -, , ,none,none
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
putative beta-xylosidase,- none -, , ,none,none
Sodium-dependent transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Glutamate racemase (EC 5.1.1.3),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Candidate type III effector Hop protein,- none -, , ,none,none
"similar to ribulose-1,5-bisphosphate carboxylase, Type III",- none -, , ,none,none
Bis-ABC ATPase BT1543,- none -, , ,none,none
Sulfate permease,Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Ligand-binding SRPBCC domain protein family / PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Phenazine biosynthesis protein PhzF like,- none -, , ,none,none
"DNA-binding transcriptional regulator, MocR family / aminotransferase domain",none, , ,RNA processing and modification,RNA Metabolism
"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",- none -, , ,none,none
Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo", , ,Aromatic amino acids and derivatives,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
N-acetylglucosaminyl-L-malate N-acetyl hydrolase,- none -, , ,none,none
COG2202: FOG: PAS/PAC domain,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Glyoxalase/bleomycin resistance family metalloprotein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Threonine synthase (EC 4.2.3.1),Threonine and Homoserine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Homoserine kinase (EC 2.7.1.39),CBSS-269482.1.peg.1294; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Phosphate transport regulator (distant homolog of PhoU),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Probable low-affinity inorganic phosphate transporter,Phosphate metabolism; none, , ,Membrane Transport - no subcategory; Phosphorus Metabolism - no subcategory,Membrane Transport; Phosphorus Metabolism
"protein of unknown function DUF6, transmembrane",- none -, , ,none,none
hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase / Ribosomal protein S6--L-glutamate ligase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"ATP-dependent Clp protease, ATP-binding subunit ClpC","Proteolysis in bacteria, ATP-dependent", , ,Protein degradation,Protein Metabolism
DNA gyrase subunit A (EC 5.99.1.3),"DNA gyrase subunits; <br>DNA replication cluster 1; <br>DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones", , ,DNA replication; Resistance to antibiotics and toxic compounds,"DNA Metabolism; Virulence, Disease and Defense"
TPR-repeat-containing protein,- none -, , ,none,none
5&#39;-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),Adenosyl nucleosidases; <br>Adenosyl nucleosidases; <br>Methionine Biosynthesis; <br>Methionine Degradation, , ,"Lysine, threonine, methionine, and cysteine; Nucleosides and Nucleotides - no subcategory",Amino Acids and Derivatives; Nucleosides and Nucleotides
Acyl-acyl carrier protein thioesterase (EC 3.1.2.14),- none -, , ,none,none
tRNA dimethylallyltransferase (EC 2.5.1.75),tRNA processing, , ,RNA processing and modification,RNA Metabolism
"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Hypothetical protein Fjoh_3451,- none -, , ,none,none
Pyridoxal phosphate-containing protein YggS,- none -, , ,none,none
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis, , ,Fermentation,Carbohydrates
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),Protein-L-isoaspartate O-methyltransferase; <br>Ton and Tol transport systems, , ,Membrane Transport - no subcategory; Protein processing and modification,Membrane Transport; Protein Metabolism
tmRNA-binding protein SmpB,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
LacX protein,- none -, , ,none,none
Peptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
Cytidylate kinase (EC 2.7.4.25),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
Xanthosine permease,- none -, , ,none,none
Small heat shock protein,none, , ,Heat shock,Stress Response
Regulator of nucleoside diphosphate kinase,Transcription factors bacterial, , ,Transcription,RNA Metabolism
SSU ribosomal protein S1p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Glycosyltransferase,- none -, , ,none,none
Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33),dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"CDP-glucose 4,6-dehydratase (EC 4.2.1.45)",- none -, , ,none,none
"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
probable glycosyltransferase protein,- none -, , ,none,none
putative O-acetyl transferase,- none -, , ,none,none
"glycosyl transferase, family 2",- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),Lactose and Galactose Uptake and Utilization; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Di- and oligosaccharides,Carbohydrates; Cell Wall and Capsule
"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),- none -, , ,none,none
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase,- none -, , ,none,none
Capsular polysaccharide biosynthesis protein capD,Capsular Polysaccharides Biosynthesis and Assembly; Polysaccharide biosynthesis, , ,Capsular and extracellular polysacchrides; Polysaccharides,Carbohydrates; Cell Wall and Capsule
"O-antigen export system, permease protein",- none -, , ,none,none
"Polysaccharide ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Glycosyl transferase, family 2",- none -, , ,none,none
"Beta-1,3-glucosyltransferase",- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),CMP-N-acetylneuraminate Biosynthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Putative mannosyltransferase involved in polysaccharide biosynthesis,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) / 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),- none -, , ,none,none
N-acetylneuraminate synthase (EC 2.5.1.56),CMP-N-acetylneuraminate Biosynthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
hypothetical protein FP1254,- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Endo/excinuclease amino terminal domain protein,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Membrane protein mosC,- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
NADPH dehydrogenase,- none -, , ,none,none
"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",CBSS-83331.1.peg.3039; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
Putative periplasmic ATP/GTP-binding protein,- none -, , ,none,none
Beta-phosphoglucomutase (EC 5.4.2.6),- none -, , ,none,none
Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Membrane fusion component of MSF-type tripartite multidrug efflux system,- none -, , ,none,none
Outer membrane component of tripartite multidrug resistance system,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
Exo-poly-alpha-D-galacturonosidase,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Homolog of fucose/glucose/galactose permeases,- none -, , ,none,none
Mll7145 protein,- none -, , ,none,none
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
putative membrane-anchored racemase protein,- none -, , ,none,none
putative membrane-anchored racemase protein,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
L-fucose isomerase (FucIase),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
4-hydroxy-tetrahydrodipicolinate synthase-like protein,- none -, , ,none,none
Predicted sialic acid transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Endonuclease,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Endonuclease III (EC 4.2.99.18),Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",Glycogen metabolism, , ,Polysaccharides,Carbohydrates
Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),Glycogen metabolism, , ,Polysaccharides,Carbohydrates
"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",Glycogen metabolism, , ,Polysaccharides,Carbohydrates
"Alpha-glucosidase, family 31 of glycosyl hydrolases, COG1501",Glycogen metabolism, , ,Polysaccharides,Carbohydrates
Zn-dependent protease with chaperone function PA4632,Protein degradation, , ,Protein degradation,Protein Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
ATP-dependent protease La (EC 3.4.21.53) Type I,"Proteolysis in bacteria, ATP-dependent", , ,Protein degradation,Protein Metabolism
COG2102: Predicted ATPases of PP-loop superfamily,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"YciO protein, TsaC/YrdC paralog",- none -, , ,none,none
Uncharacterized protein YjqA,- none -, , ,none,none
OmpA domain protein,- none -, , ,none,none
