Function,Subsystem,NCBI GI,locus,System,Category
Adenylate kinase (EC 2.7.4.3),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
GTP-binding protein Obg,CBSS-176279.3.peg.868, , ,none,none
TPR repeat precursor,- none -, , ,none,none
Amino acid ligase similar to peptidoglycan synthetases,- none -, , ,none,none
UPF0758 family protein,- none -, , ,none,none
Methionine ABC transporter ATP-binding protein,none, , ,"ABC-transporters; Lysine, threonine, methionine, and cysteine; Membrane Transport - no subcategory",Amino Acids and Derivatives; Membrane Transport
2-haloalkanoic acid dehalogenase (EC 3.8.1.2),- none -, , ,none,none
Replication-associated recombination protein RarA,none, , ,DNA replication,DNA Metabolism
ParD protein (antitoxin to ParE),Toxin-antitoxin replicon stabilization systems, , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
TPR repeat,- none -, , ,none,none
23S rRNA (guanosine(2251)-2&#39;-O)-methyltransferase (EC 2.1.1.185),RNA methylation, , ,RNA processing and modification,RNA Metabolism
SSU ribosomal protein S12p (S23e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S7p (S5e),Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Translation elongation factor G,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factor G family; <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
SSU ribosomal protein S10p (S20e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L3p (L3e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L4p (L1e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L23p (L23Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L2p (L8e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S19p (S15e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L22p (L17e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S3p (S3e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L16p (L10e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L29p (L35e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S17p (S11e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L14p (L23e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L24p (L26e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L5p (L11e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S8p (S15Ae),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L6p (L9e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L18p (L5e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S5p (S2e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L30p (L7e),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L15p (L27Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Protein translocase subunit SecY,Protein transport, , ,Protein transport,Membrane Transport
Translation initiation factor 1,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S13p (S18e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S11p (S14e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent",Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),RNA polymerase bacterial, , ,Transcription,RNA Metabolism
LSU ribosomal protein L17p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),- none -, , ,none,none
Enolase (EC 4.2.1.11),- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional regulator, LytTR family",none, , ,RNA processing and modification,RNA Metabolism
Citrate synthase (si) (EC 2.3.3.1),Glyoxylate bypass, , ,Central carbohydrate metabolism,Carbohydrates
"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",Dimethylarginine metabolism, , ,Stress Response - no subcategory,Stress Response
probable oxidoreductase-putative NAD-dependent nucleoside-diphosphate-sugar epimerase,- none -, , ,none,none
UPF0056 inner membrane protein MarC,- none -, , ,none,none
FIG00651316: hypothetical protein,- none -, , ,none,none
Predicted CoA-binding domain COG1832,- none -, , ,none,none
Na+/solute symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Recombination protein RecR,"DNA processing cluster; <br>DNA repair, bacterial RecFOR pathway", , ,"DNA repair; DNA uptake, competence",DNA Metabolism
Polysaccharide export outer membrane protein,- none -, , ,none,none
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Protein processing and modification,Cell Wall and Capsule; Protein Metabolism
UDP-glucose 6-dehydrogenase (EC 1.1.1.22),- none -, , ,none,none
UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136),- none -, , ,none,none
"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Related to F420H2-dehydrogenase, beta subunit",- none -, , ,none,none
Polysaccharide pyruvyl transferase,- none -, , ,none,none
"Beta-1,3-glucosyltransferase",- none -, , ,none,none
Probable beta-glycosyltransferase,- none -, , ,none,none
"Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)",N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-),N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family",- none -, , ,none,none
Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6),- none -, , ,none,none
Outer membrane protein A precursor,Osmoregulation, , ,Osmotic stress,Stress Response
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase,N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)",- none -, , ,none,none
Polysaccharide export outer membrane protein,- none -, , ,none,none
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Capsular polysaccharide synthesis enzyme Cap8C; Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48),Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"O-antigen export system, permease protein",- none -, , ,none,none
"Polysaccharide ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00648907: hypothetical protein,- none -, , ,none,none
N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) / 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),- none -, , ,none,none
N-acetylneuraminate synthase (EC 2.5.1.56),- none -, , ,none,none
GumL protein,- none -, , ,none,none
hypothetical protein FP1254,- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
ATPase,- none -, , ,none,none
"Glycosyl transferase, group 1 (EC 2.-.-.-)",- none -, , ,none,none
Oligosaccharide repeat unit polymerase Wzy,- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Bacterial sugar transferase,- none -, , ,none,none
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8),- none -, , ,none,none
"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)",- none -, , ,none,none
"Lipopolysaccharide ABC transporter, ATP-binding protein LptB",none, , ,ABC-transporters; Gram-Negative cell wall components; Membrane Transport - no subcategory,Cell Wall and Capsule; Membrane Transport
Twin-arginine translocation protein TatC,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
D-arabinose-5-phosphate isomerase (EC 5.3.1.13),- none -, , ,none,none
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
NAD-utilizing dehydrogenases,- none -, , ,none,none
Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2),- none -, , ,none,none
6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12),Pterin metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Mannose-6-phosphate isomerase (EC 5.3.1.8),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
FIG00652275: hypothetical protein,- none -, , ,none,none
DUF819 domain-containing protein,- none -, , ,none,none
"Hydrolase, alpha/beta fold family",- none -, , ,none,none
Asl0491 protein,- none -, , ,none,none
Alkylated DNA repair protein,none, , ,DNA repair,DNA Metabolism
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
Triosephosphate isomerase (EC 5.3.1.1),- none -, , ,none,none
Thioredoxin family protein,- none -, , ,none,none
Dihydropteroate synthase (EC 2.5.1.15),Folate Biosynthesis; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177),Pseudouridinylation; RNA methylation, , ,RNA processing and modification,RNA Metabolism
RuBisCO operon transcriptional regulator CbbR,none, , ,CO2 fixation; RNA processing and modification,Carbohydrates; RNA Metabolism
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),5-FCL-like protein, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion,- none -, , ,none,none
putative sodium-dependent bicarbonate transporter,"CO2 uptake, carboxysome; none", , ,CO2 fixation; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
Integral membrane protein,- none -, , ,none,none
FIG01093517: hypothetical protein,- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
Arginyl-tRNA synthetase (EC 6.1.1.19),"tRNA aminoacylation, Arg", , ,Protein biosynthesis,Protein Metabolism
Putative periplasmic protein,- none -, , ,none,none
Possible periplasmic protein,- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Cytochrome c, class I",Cytochrome, , ,Respiration - no subcategory,Respiration
Nitrous-oxide reductase (EC 1.7.99.6) / Pseudoazurin,Copper transport and blue copper proteins; <br>Denitrifying reductase gene clusters, , ,Cation transporters; Denitrification,Membrane Transport; Nitrogen Metabolism
"Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL",Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous oxide reductase maturation protein NosD,Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous oxide reductase maturation protein NosF (ATPase),Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous oxide reductase maturation transmembrane protein NosY,Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Truncated hemoglobins,- none -, , ,none,none
Repair of Iron Centers di-iron protein,- none -, , ,none,none
OsmC-like protein,- none -, , ,none,none
"Sensory subunit of low CO2-induced protein complex, putative","CO2 uptake, carboxysome", , ,CO2 fixation,Carbohydrates
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Rhodanese-like domain protein,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
TRX family,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
outer membrane efflux protein,- none -, , ,none,none
HlyD family secretion protein,- none -, , ,none,none
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Domain of unknown function / Efflux ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases, , ,Electron accepting reactions,Respiration
Uncharacterized protein MJ0754,- none -, , ,none,none
"Sulfide:quinone oxidoreductase, Type IV",- none -, , ,none,none
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Uncharacterized membrane protein RSP_0589,- none -, , ,none,none
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
FAD:protein FMN transferase (EC 2.7.1.180),- none -, , ,none,none
Signal recognition particle protein Ffh,- none -, , ,none,none
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Acetyltransferase, GNAT family",- none -, , ,none,none
x-prolyl-dipeptidyl aminopeptidase( EC:3.4.14.11 ),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
FIG00694912: hypothetical protein,- none -, , ,none,none
LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
FIG137478: Hypothetical protein,- none -, , ,none,none
GTP cyclohydrolase 1 type 2 homolog YbgI @ Bsu YqfO NIF3/CutA domain,- none -, , ,none,none
Tetraacyldisaccharide 4&#39;-kinase (EC 2.7.1.130),- none -, , ,none,none
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipoyl synthase (EC 2.8.1.8),- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
Uncharacterized protein Celly_0586,- none -, , ,none,none
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98),- none -, , ,none,none
DNA recombination and repair protein RecF,"CBSS-226186.1.peg.4253; <br>DNA repair, bacterial RecFOR pathway; <br>DNA replication cluster 1", , ,DNA repair,DNA Metabolism
FIG170660: TPR domain protein,CBSS-226186.1.peg.4253, , ,none,none
"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
DNA mismatch repair protein MutL,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
Rhomboid family protein,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
Signal peptidase I (EC 3.4.21.89),<br>Signal peptidase; CBSS-176299.4.peg.1292; Protein degradation, , ,Protein degradation; Protein processing and modification,Protein Metabolism
4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
FIG00649665: hypothetical protein,- none -, , ,none,none
Chromosome (plasmid) partitioning protein ParB,- none -, , ,none,none
Chromosome (plasmid) partitioning protein ParA,- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),- none -, , ,none,none
"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",- none -, , ,none,none
"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",- none -, , ,none,none
"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Uridine kinase (EC 2.7.1.48),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
Cell division inhibitor SulA,- none -, , ,none,none
Rhodanese-like domain protein,- none -, , ,none,none
Heat shock protein GrpE,Protein chaperones, , ,Protein folding,Protein Metabolism
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
"Two-component transcriptional response regulator, AtoC family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Bis-ABC ATPase YheS.2,- none -, , ,none,none
"Putative von Willebrand factor, vWF type A domain protein STM2315",- none -, , ,none,none
Outer membrane protein probably involved in nutrient binding,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Bll6474 protein,- none -, , ,none,none
Na+-driven multidrug efflux pump,- none -, , ,none,none
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, NarL/FixJ family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Putative two-component sensor,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, NarL/FixJ family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
putative periplasmic protein kinase ArgK and related GTPases of G3E family,- none -, , ,none,none
Auxin efflux carrier family protein,- none -, , ,none,none
FAD/FMN-containing dehydrogenase,- none -, , ,none,none
Lmo0572 protein,- none -, , ,none,none
Glutaminase (EC 3.5.1.2),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
FIG00552317: hypothetical protein,- none -, , ,none,none
Probable outer membrane receptor protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
CDP-alcohol phosphatidyltransferase,- none -, , ,none,none
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),- none -, , ,none,none
Biotin carboxyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)",Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Glycosyl transferase, group 1 family protein",- none -, , ,none,none
Lipopolysaccharide core biosynthesis protein RfaS,Lipopolysaccharides; Polysaccharide biosynthesis, , ,Gram-Negative cell wall components; Polysaccharides,Carbohydrates; Cell Wall and Capsule
Lipopolysaccharide core biosynthesis protein RfaS,Lipopolysaccharides; Polysaccharide biosynthesis, , ,Gram-Negative cell wall components; Polysaccharides,Carbohydrates; Cell Wall and Capsule
"Glycosyl transferase, family 2",- none -, , ,none,none
Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52),- none -, , ,none,none
Putative two-domain glycosyltransferase,- none -, , ,none,none
Putative two-domain glycosyltransferase,- none -, , ,none,none
ADP-heptose--lipooligosaccharide heptosyltransferase II,- none -, , ,none,none
"Beta 1,4 glucosyltransferase",- none -, , ,none,none
Phosphoglycerol transferase-like protein,- none -, , ,none,none
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
Uncharacterized protein YqjZ,- none -, , ,none,none
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Integral membrane protein,- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Acetylornithine aminotransferase (EC 2.6.1.11) (ACOAT),- none -, , ,none,none
Lipopolysaccharide export system protein LptA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Adenylosuccinate synthetase (EC 6.3.4.4),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Ferric uptake regulation protein FUR,Oxidative stress, , ,Oxidative stress,Stress Response
"Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II","CBSS-176299.4.peg.1292; <br>CBSS-176299.4.peg.1292; <br>Stringent Response, (p)ppGpp metabolism; <br>Stringent Response, (p)ppGpp metabolism", , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Carbonic anhydrase, gamma class (EC 4.2.1.1)",- none -, , ,none,none
Glutamate racemase (EC 5.1.1.3),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor,Llipid A biosynthesis cluster; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor,Llipid A biosynthesis cluster; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
Outer membrane protein assembly factor YaeT,- none -, , ,none,none
Undecaprenyl diphosphate synthase (EC 2.5.1.31),CBSS-83331.1.peg.3039; <br>Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
NAD kinase (EC 2.7.1.23),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
CBS,- none -, , ,none,none
Pyridoxine 5&#39;-phosphate synthase (EC 2.6.99.2),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative esterase/lipase ybfF (EC 3.1.-.-),- none -, , ,none,none
